State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"New Hampshire",184346,54127,53842,285,2020,2,2019,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Iowa,601388,169454,153747,15707,2020,2,2019,1,
"Rhode Island",303148,66446,66446,0,2020,2,2019,3,
Montana,258991,99706,99706,0,2020,2,2019,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Wisconsin,1176174,,,,2020,2,2019,1,
Wisconsin,1178290,,,,2020,2,2019,3,
Maryland,1211974,309643,309643,0,2020,2,2019,1,
Pennsylvania,2866740,774134,735455,38679,2020,2,2019,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Dist. Of Col.",260789,108049,66542,41507,2020,2,2019,2,
Indiana,1320319,309792,309792,0,2020,2,2019,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,2845367,562111,561835,276,2020,2,2019,2,
"New Mexico",837778,255147,255147,0,2020,2,2019,1,
Mississippi,674239,,,,2020,2,2019,3,
Hawaii,312149,111530,20366,91164,2020,2,2019,3,
"North Carolina",2172915,,,,2020,2,2019,2,
Virginia,1401917,220580,220580,0,2020,2,2019,2,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Dist. Of Col.",260388,108097,66620,41477,2020,2,2019,1,
Georgia,1957134,,,,2020,2,2019,3,
California,12793749,3787369,3787362,7,2020,2,2019,1,
Louisiana,1679275,508604,508604,0,2020,2,2019,1,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alaska,206812,50871,50867,4,2020,2,2019,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Colorado,1249008,386765,379757,7008,2020,2,2019,3,
"West Virginia",524465,161113,161113,0,2020,2,2019,2,
"New Jersey",1651766,551242,551242,0,2020,2,2019,1,
Nevada,587891,210227,210227,0,2020,2,2019,2,
Montana,255239,98136,98136,0,2020,2,2019,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"Virgin Islands",28363,13100,,13100,2020,2,2019,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,219432,62843,9784,53059,2020,2,2019,2,
Florida,3834674,,,,2020,2,2019,1,
Indiana,1320211,305297,305297,0,2020,2,2019,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Alaska,207330,50515,50512,3,2020,2,2019,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Utah,290397,,,,2020,2,2019,1,
Tennessee,1541156,,,,2020,2,2019,2,
"Amer. Samoa",28183,,,,2020,2,2019,2,
Iowa,604647,171352,155930,15422,2020,2,2019,2,
"New Jersey",1631808,541972,541972,0,2020,2,2019,3,
Kansas,363294,,,,2020,2,2019,3,
"Rhode Island",304249,66656,66656,0,2020,2,2019,2,
"North Dakota",91289,20160,19211,949,2020,2,2019,1,
Ohio,2838197,559692,559418,274,2020,2,2019,3,
"Puerto Rico",1187816,386137,,386137,2020,2,2019,1,
Guam,36253,4207,,4207,2020,2,2019,2,
Massachusetts,1418667,320525,0,320525,2020,2,2019,2,
Missouri,895137,,,,2020,2,2019,1,
"South Dakota",104328,,,,2020,2,2019,3,
"Virgin Islands",27917,12846,,12846,2020,2,2019,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Washington,1752554,563224,548937,14287,2020,2,2019,1,
Maine,261086,12210,12210,0,2020,2,2019,3,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Idaho,294796,,,,2020,2,2019,3,
Wyoming,56253,,,,2020,2,2019,1,
Oklahoma,644559,,,,2020,2,2019,2,
Hawaii,311088,110824,20336,90488,2020,2,2019,2,
Missouri,890169,,,,2020,2,2019,2,
Ohio,2852643,561489,561221,268,2020,2,2019,1,
Massachusetts,1481856,337206,0,337206,2020,2,2019,1,
Florida,3659143,,,,2020,2,2019,3,
Wisconsin,1178036,,,,2020,2,2019,2,
"Puerto Rico",1221409,410628,,410628,2020,2,2019,3,
"New York",6135558,1902691,301773,1600918,2020,2,2019,2,
Minnesota,1043848,187912,186981,931,2020,2,2019,3,
Montana,259773,99861,99861,0,2020,2,2019,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Colorado,1258689,389813,382675,7138,2020,2,2019,1,
Georgia,1961608,,,,2020,2,2019,1,
Tennessee,1545499,,,,2020,2,2019,3,
"West Virginia",521854,161259,161259,0,2020,2,2019,3,
Virginia,1432250,237165,237165,0,2020,2,2019,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Arkansas,841490,254640,253702,938,2020,2,2019,1,
"N. Mariana Islands",16109,,,,2020,2,2019,3,
Maryland,1215940,310237,310237,0,2020,2,2019,2,
Arizona,1880317,426279,107451,318828,2020,2,2019,2,
"New Hampshire",185469,55063,54786,277,2020,2,2019,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Texas,4219994,,,,2020,2,2019,1,
"New Mexico",831563,254692,254692,0,2020,2,2019,3,
Kentucky,1294481,450936,450936,0,2020,2,2019,3,
Nebraska,245052,,,,2020,2,2019,2,
Illinois,2668561,683826,576312,107514,2020,2,2019,1,
Alabama,1030869,,,,2020,2,2019,1,
California,12618740,3743642,3741168,2474,2020,2,2019,3,
Connecticut,953795,266839,242907,23932,2020,2,2019,2,
Kansas,364113,,,,2020,2,2019,2,
"North Carolina",2178750,,,,2020,2,2019,1,
"South Carolina",1268616,,,,2020,2,2019,2,
"Rhode Island",307572,68493,68493,0,2020,2,2019,1,
"Amer. Samoa",28183,,,,2020,2,2019,3,
Illinois,2619375,670127,562511,107616,2020,2,2019,3,
Nebraska,245217,,,,2020,2,2019,3,
"New Mexico",836101,255681,255681,0,2020,2,2019,2,
Kentucky,1294292,450634,450634,0,2020,2,2019,1,
Guam,36415,4196,,4196,2020,2,2019,1,
"South Dakota",104494,,,,2020,2,2019,2,
Louisiana,1673188,507668,507668,0,2020,2,2019,3,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,641671,,,,2020,2,2019,1,
Pennsylvania,2859228,773138,733961,39177,2020,2,2019,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Georgia,1957553,,,,2020,2,2019,2,
Idaho,294793,,,,2020,2,2019,2,
"Dist. Of Col.",261139,107983,66488,41495,2020,2,2019,3,
Totals,74877560,15439030,12169607,3269423,2020,2,2019,3,
Oregon,963676,464703,384309,80394,2020,2,2019,2,
Michigan,2421046,689970,636973,52997,2020,2,2019,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wyoming,54601,,,,2020,2,2019,2,
Texas,4194517,,,,2020,2,2019,3,
"N. Mariana Islands",16305,,,,2020,2,2019,1,
Connecticut,947355,263967,240397,23570,2020,2,2019,1,
Vermont,170560,56608,0,56608,2020,2,2019,2,
Mississippi,674568,,,,2020,2,2019,2,
Totals,75376060,15464581,12226412,3250847,2020,2,2019,1,
"North Dakota",87694,19140,18275,865,2020,2,2019,3,
Washington,1737288,555549,541176,14373,2020,2,2019,3,
Michigan,2435356,698135,645972,52163,2020,2,2019,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1267524,,,,2020,2,2019,1,
Virginia,1356905,198653,198653,0,2020,2,2019,1,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Arkansas,832662,251077,250141,936,2020,2,2019,2,
