State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Idaho,295367,,,,2019,12,2018,5,
West Virginia,539313,167081,167081,0,2019,12,2018,5,
Louisiana,1647111,485112,485112,0,2019,12,2018,5,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Virgin Islands,25065,10660,,10660,2019,12,2018,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Totals,76587909,15597932,12265808,3332124,2019,12,2018,4,
Guam,35905,4032,,4032,2019,12,2018,6,
Ohio,2984748,622867,622528,339,2019,12,2018,4,
Oklahoma,647012,,,,2019,12,2018,6,
New Mexico,856413,257678,257678,0,2019,12,2018,4,
Florida,3852558,,,,2019,12,2018,6,
Totals,75959344,15438583,12116929,3321654,2019,12,2018,6,
Nebraska,247273,,,,2019,12,2018,5,
Iowa,603888,163590,150142,13448,2019,12,2018,4,
Totals,76388516,15563132,12222599,3340533,2019,12,2018,5,
North Dakota,94940,21074,20029,1045,2019,12,2018,5,
Oregon,948521,450819,378024,72795,2019,12,2018,6,
Rhode Island,308690,68817,68817,0,2019,12,2018,6,
Idaho,296090,,,,2019,12,2018,6,
Alaska,198729,44930,44905,25,2019,12,2018,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Nevada,600661,214869,214869,0,2019,12,2018,4,
Illinois,2850842,725225,618109,107116,2019,12,2018,5,
Massachusetts,1834489,385266,0,385266,2019,12,2018,4,
Hawaii,327989,119145,22305,96840,2019,12,2018,5,
Colorado,1281495,411448,404895,6553,2019,12,2018,5,
Arizona,1864623,412927,105049,307878,2019,12,2018,6,
North Carolina,2159762,,,,2019,12,2018,6,
Georgia,1956791,,,,2019,12,2018,5,
Massachusetts,1807979,373499,0,373499,2019,12,2018,6,
New Jersey,1687716,566209,566209,0,2019,12,2018,6,
Arizona,1868275,413377,105782,307595,2019,12,2018,5,
Delaware,209914,62228,9993,52235,2019,12,2018,5,
Washington,1783252,575689,562028,13661,2019,12,2018,4,
Delaware,209755,62188,9926,52262,2019,12,2018,6,
Puerto Rico,1266994,404657,,404657,2019,12,2018,4,
New York,6156398,1927826,301605,1626221,2019,12,2018,6,
Indiana,1333123,310612,310612,0,2019,12,2018,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Delaware,209887,62284,10034,52250,2019,12,2018,4,
Wisconsin,1188074,,,,2019,12,2018,5,
Kentucky,1336657,473576,473576,0,2019,12,2018,4,
Amer. Samoa,27898,,,,2019,12,2018,5,
Wisconsin,1191620,,,,2019,12,2018,4,
Montana,260387,97926,97926,0,2019,12,2018,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Illinois,2837020,720375,613844,106531,2019,12,2018,4,
Colorado,1296301,409143,402412,6731,2019,12,2018,6,
District of Columbia,260704,110199,69662,40537,2019,12,2018,4,
North Carolina,2166076,,,,2019,12,2018,5,
South Carolina,1259263,,,,2019,12,2018,4,
Connecticut,922726,246442,225215,21227,2019,12,2018,5,
Florida,3882589,,,,2019,12,2018,5,
Maryland,1229917,311423,311423,0,2019,12,2018,5,
Georgia,1957737,,,,2019,12,2018,6,
Pennsylvania,2731187,791111,750362,40749,2019,12,2018,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Hawaii,330439,120403,22744,97659,2019,12,2018,4,
Massachusetts,1848444,391857,0,391857,2019,12,2018,5,
Oklahoma,653045,,,,2019,12,2018,5,
West Virginia,536762,165893,165893,0,2019,12,2018,6,
Colorado,1282265,411009,404471,6538,2019,12,2018,4,
Pennsylvania,2747147,798037,756784,41253,2019,12,2018,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
North Carolina,2167495,,,,2019,12,2018,4,
Arkansas,925643,292602,292349,253,2019,12,2018,4,
California,13081202,3823273,3823273,0,2019,12,2018,4,
Alabama,1021657,,,,2019,12,2018,6,
Wisconsin,1184947,,,,2019,12,2018,6,
Texas,4251735,,,,2019,12,2018,6,
New Jersey,1693994,567110,567110,0,2019,12,2018,4,
Montana,260270,98314,98314,0,2019,12,2018,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Louisiana,1650457,483884,483884,0,2019,12,2018,4,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Mississippi,687906,,,,2019,12,2018,5,
Oklahoma,651361,,,,2019,12,2018,4,
South Carolina,1254084,,,,2019,12,2018,5,
Minnesota,1107289,207469,206853,616,2019,12,2018,4,
Arkansas,917921,284342,283961,381,2019,12,2018,6,
Minnesota,1098818,204765,204047,718,2019,12,2018,5,
New Jersey,1692408,566732,566732,0,2019,12,2018,5,
New York,6162629,1933789,302217,1631572,2019,12,2018,5,
Utah,294788,,,,2019,12,2018,6,
Virgin Islands,24946,10265,,10265,2019,12,2018,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Louisiana,1638252,482248,482248,0,2019,12,2018,6,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
N. Mariana Islands,1400,,,,2019,12,2018,5,
Virginia,1065420,,,,2019,12,2018,5,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
New York,6163144,1936166,302965,1633201,2019,12,2018,4,
Tennessee,1578332,,,,2019,12,2018,6,
Rhode Island,309316,69840,69840,0,2019,12,2018,4,
Utah,298184,,,,2019,12,2018,4,
Michigan,2437948,693448,635722,57726,2019,12,2018,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kansas,363414,,,,2019,12,2018,6,
N. Mariana Islands,1416,,,,2019,12,2018,6,
Hawaii,324002,117546,21859,95687,2019,12,2018,6,
Alaska,198425,44328,44304,24,2019,12,2018,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
North Dakota,93042,20443,19426,1017,2019,12,2018,6,
Amer. Samoa,27898,,,,2019,12,2018,4,
Missouri,961679,,,,2019,12,2018,6,
West Virginia,540088,167353,167353,0,2019,12,2018,4,
Puerto Rico,1274306,409807,,409807,2019,12,2018,5,
Nevada,601011,215101,215101,0,2019,12,2018,5,
Montana,258600,97834,97834,0,2019,12,2018,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Missouri,961840,,,,2019,12,2018,4,
Maine,256843,0,0,0,2019,12,2018,4,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Rhode Island,309440,69553,69553,0,2019,12,2018,5,
Vermont,179154,59183,0,59183,2019,12,2018,4,
Iowa,603493,164495,150962,13533,2019,12,2018,5,
New Mexico,849268,255142,255142,0,2019,12,2018,5,
N. Mariana Islands,1212,,,,2019,12,2018,4,
Maryland,1218122,307690,307690,0,2019,12,2018,6,
Georgia,1956021,,,,2019,12,2018,4,
Maine,255517,0,0,0,2019,12,2018,6,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
New Hampshire,188917,55651,55368,283,2019,12,2018,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Arkansas,920752,288909,288507,402,2019,12,2018,5,
Ohio,2968662,613597,613255,342,2019,12,2018,5,
Alabama,1024662,,,,2019,12,2018,4,
Pennsylvania,2719810,791066,750073,40993,2019,12,2018,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
California,13008201,3801552,3801552,0,2019,12,2018,5,
Michigan,2444734,697940,638327,59613,2019,12,2018,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Nebraska,247880,,,,2019,12,2018,4,
Idaho,293894,,,,2019,12,2018,4,
Arizona,1870574,414373,106605,307768,2019,12,2018,4,
Washington,1781994,575018,561088,13930,2019,12,2018,5,
Maryland,1235103,312481,312481,0,2019,12,2018,4,
Nebraska,245882,,,,2019,12,2018,6,
Indiana,1310854,305782,305782,0,2019,12,2018,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Vermont,177694,58404,0,58404,2019,12,2018,5,
Connecticut,927503,246015,224785,21230,2019,12,2018,4,
New Hampshire,187628,55188,54907,281,2019,12,2018,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
New Mexico,838445,251909,251909,0,2019,12,2018,6,
California,12874106,3763860,3763860,0,2019,12,2018,6,
Oregon,959170,455830,382941,72889,2019,12,2018,5,
Virgin Islands,24781,10688,,10688,2019,12,2018,6,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
North Dakota,93586,20724,19677,1047,2019,12,2018,4,
Michigan,2437622,688853,634323,54530,2019,12,2018,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wyoming,58109,,,,2019,12,2018,6,
Utah,296743,,,,2019,12,2018,5,
District of Columbia,259746,108718,68205,40513,2019,12,2018,6,
Texas,4263212,,,,2019,12,2018,5,
Tennessee,1581281,,,,2019,12,2018,5,
Washington,1775614,570882,557025,13857,2019,12,2018,6,
