State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Connecticut,"1,092,324","360,695","331,357","29,338",2022,12,2021,5,
Delaware,"250,956","77,578","12,086","65,492",2022,12,2021,5,
District of Columbia,"267,217","120,170","77,265","42,905",2022,12,2021,5,
Florida,"4,777,320",N/A,N/A,N/A,2022,12,2021,5,
Georgia,"2,302,122",N/A,N/A,N/A,2022,12,2021,5,
Guam,"33,554","3,859",N/A,"3,859",2022,12,2021,5,
Hawaii,"420,676","159,207","28,234","130,973",2022,12,2021,5,
Idaho,"417,793","102,536","102,536",0,2022,12,2021,5,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,065,386","866,352","763,681","102,671",2022,12,2021,5,
Indiana,"1,763,451","492,897","492,897",0,2022,12,2021,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"709,236","223,997","186,965","37,032",2022,12,2021,5,
Kansas,"411,069",N/A,N/A,N/A,2022,12,2021,5,
Kentucky,"1,566,879","652,367","652,367",0,2022,12,2021,5,
Louisiana,"1,875,611","640,808","640,808",0,2022,12,2021,5," Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"346,447","83,442","65,356","18,086",2022,12,2021,5,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,436,838","390,532","390,532",0,2022,12,2021,5,
Massachusetts,"1,889,609","415,441",0,"415,441",2022,12,2021,5,
Michigan,"2,815,099","916,381","857,507","58,874",2022,12,2021,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,233,429","250,783","250,783",0,2022,12,2021,5,
Mississippi,"768,359",N/A,N/A,N/A,2022,12,2021,5,
Missouri,"1,059,899",0,0,0,2022,12,2021,5,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"275,977","106,259","106,259",0,2022,12,2021,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"16,558",N/A,N/A,N/A,2022,12,2021,5,
Nebraska,"326,562","43,770","42,888",882,2022,12,2021,5,
Nevada,"747,802","301,529","301,529",0,2022,12,2021,5,
New Hampshire,"217,349","77,299","76,883",416,2022,12,2021,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"1,872,263","676,200","676,200",0,2022,12,2021,5,
New Mexico,"930,371","288,853","288,853",0,2022,12,2021,5,
New York,"7,017,065","2,349,621","414,778","1,934,843",2022,12,2021,5,
North Carolina,"2,511,272",N/A,N/A,N/A,2022,12,2021,5,
North Dakota,"113,414","27,306","25,816","1,490",2022,12,2021,5,
Ohio,"3,246,100","730,357","730,095",262,2022,12,2021,5,
Oklahoma,"834,476",0,0,0,2022,12,2021,5,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,163,736","622,787","531,824","90,963",2022,12,2021,5,
Pennsylvania,"3,271,725","1,023,422","971,328","52,094",2022,12,2021,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,416,545","581,093",N/A,"581,093",2022,12,2021,5,
Rhode Island,"329,712","87,235","87,235",0,2022,12,2021,5,
South Carolina,"1,424,580",N/A,N/A,N/A,2022,12,2021,5,
South Dakota,"119,932",N/A,N/A,N/A,2022,12,2021,5,
Tennessee,"1,708,077",N/A,N/A,N/A,2022,12,2021,5,
Texas,"5,135,999",N/A,N/A,N/A,2022,12,2021,5,
Utah,"425,758","94,186","93,368",818,2022,12,2021,5,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"189,191","69,995",0,"69,995",2022,12,2021,5,
Virgin Islands,"34,000","16,582",N/A,"16,582",2022,12,2021,5,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,659,925","547,638","547,638",0,2022,12,2021,5,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"1,976,037","720,403","704,590","15,813",2022,12,2021,5,
West Virginia,"597,650","207,298","207,298",0,2022,12,2021,5,
Wisconsin,"1,405,846",N/A,N/A,N/A,2022,12,2021,5,
Wyoming,"71,885",N/A,N/A,N/A,2022,12,2021,5,
Totals,"87,232,698","20,210,139","16,083,788","4,126,351",2022,12,2021,5,
Alabama,"1,190,064",N/A,N/A,N/A,2022,12,2021,6,
Alaska,"241,700","67,277","67,277",0,2022,12,2021,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa,"37,756",N/A,N/A,N/A,2022,12,2021,6,
Arizona,"2,193,981","603,409","185,582","417,827",2022,12,2021,6,
Arkansas,"954,873","323,041","316,913","6,128",2022,12,2021,6,
California,"13,603,756","4,379,111","4,350,383","28,728",2022,12,2021,6,
Colorado,"1,494,930","539,132","529,672","9,460",2022,12,2021,6,
Connecticut,"1,096,741","363,782","334,552","29,230",2022,12,2021,6,
Delaware,"252,888","78,441","12,251","66,190",2022,12,2021,6,
District of Columbia,"268,431","121,001","77,998","43,003",2022,12,2021,6,
Florida,"4,771,515",N/A,N/A,N/A,2022,12,2021,6,
Georgia,"2,317,901",N/A,N/A,N/A,2022,12,2021,6,
Guam,"33,537","3,872",N/A,"3,872",2022,12,2021,6,
Hawaii,"423,045","160,648","28,457","132,191",2022,12,2021,6,
Idaho,"415,064","101,712","101,712",0,2022,12,2021,6,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,084,602","872,766","770,359","102,407",2022,12,2021,6,
Indiana,"1,768,707","496,766","496,766",0,2022,12,2021,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"712,396","226,464","187,752","38,712",2022,12,2021,6,
Kansas,"415,152",N/A,N/A,N/A,2022,12,2021,6,
Kentucky,"1,571,791","657,395","657,395",0,2022,12,2021,6,
Louisiana,"1,880,815","649,130","649,130",0,2022,12,2021,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"348,349","84,788","66,427","18,361",2022,12,2021,6,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,444,632","395,822","395,822",0,2022,12,2021,6,
Massachusetts,"1,895,093","417,798",0,"417,798",2022,12,2021,6,
Michigan,"2,822,055","923,619","864,323","59,296",2022,12,2021,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014"
Minnesota,"1,235,601","252,557","252,557",0,2022,12,2021,6,
Mississippi,"772,934",N/A,N/A,N/A,2022,12,2021,6,
Missouri,"1,068,749",0,0,0,2022,12,2021,6,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"277,650","106,946","106,946",0,2022,12,2021,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"16,868",N/A,N/A,N/A,2022,12,2021,6,
Nebraska,"329,469","46,298","45,332",966,2022,12,2021,6,
Nevada,"754,507","305,329","305,329",0,2022,12,2021,6,
New Hampshire,"217,974","77,947","77,532",415,2022,12,2021,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"1,881,976","681,383","681,383",0,2022,12,2021,6,
New Mexico,"933,326","288,757","288,757",0,2022,12,2021,6,
New York,"7,048,191","2,361,370","417,384","1,943,986",2022,12,2021,6,
North Carolina,"2,532,983",N/A,N/A,N/A,2022,12,2021,6,
North Dakota,"116,612","28,093","26,537","1,556",2022,12,2021,6,
Ohio,"3,264,948","736,865","736,601",264,2022,12,2021,6,
Oklahoma,"842,401",0,0,0,2022,12,2021,6,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,166,520","627,337","536,653","90,684",2022,12,2021,6,
Pennsylvania,"3,292,313","1,032,189","979,527","52,662",2022,12,2021,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,417,426","581,643",N/A,"581,643",2022,12,2021,6,
Rhode Island,"330,011","87,972","87,972",0,2022,12,2021,6,
South Carolina,"1,433,751",N/A,N/A,N/A,2022,12,2021,6,
South Dakota,"120,802",N/A,N/A,N/A,2022,12,2021,6,
Tennessee,"1,717,359",N/A,N/A,N/A,2022,12,2021,6,
Texas,"5,185,179",N/A,N/A,N/A,2022,12,2021,6,
Utah,"431,698","96,729","95,876",853,2022,12,2021,6,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"190,494","70,813",0,"70,813",2022,12,2021,6,
Virgin Islands,"34,189","16,695",N/A,"16,695",2022,12,2021,6,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,673,723","555,223","555,223",0,2022,12,2021,6,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"1,980,123","725,003","709,453","15,550",2022,12,2021,6,
West Virginia,"600,874","209,320","209,320",0,2022,12,2021,6,
Wisconsin,"1,414,621",N/A,N/A,N/A,2022,12,2021,6,
Wyoming,"72,714",N/A,N/A,N/A,2022,12,2021,6,
Totals,"87,595,760","20,354,443","16,205,153","4,149,290",2022,12,2021,6,
