State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"New Hampshire","229,452 ","87,548 ","87,079 ","469 ",2023,8,2022,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,985,858 ","727,561 ","727,561 ","0 ",2023,8,2022,2,
"New Mexico","966,015 ","293,576 ","293,576 ","0 ",2023,8,2022,2,
"New York","7,392,992 ","2,465,592 ","431,082 ","2,034,510 ",2023,8,2022,2,
"North Carolina","2,713,573 ",N/A,N/A,N/A,2023,8,2022,2,
"North Dakota","121,363 ","31,423 ","29,949 ","1,474 ",2023,8,2022,2,
Ohio,"3,417,273 ","818,659 ","818,412 ","247 ",2023,8,2022,2,
Oklahoma,"1,105,557 ","262,874 ","262,874 ","0 ",2023,8,2022,2,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,229,146 ","677,248 ","578,640 ","98,608 ",2023,8,2022,2,
Pennsylvania,"3,458,251 ","1,095,409 ","1,036,037 ","59,372 ",2023,8,2022,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,447,521 ","646,645 ","0 ","646,645 ",2023,8,2022,2,
"Rhode Island","342,676 ","94,080 ","94,080 ","0 ",2023,8,2022,2,
"South Carolina","1,501,204 ",N/A,N/A,N/A,2023,8,2022,2,
"South Dakota","127,613 ",N/A,N/A,N/A,2023,8,2022,2,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,782,424 ",N/A,N/A,N/A,2023,8,2022,2,
Texas,"5,579,001 ",N/A,N/A,N/A,2023,8,2022,2,
Utah,"473,785 ","117,815 ","116,875 ","940 ",2023,8,2022,2,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"197,426 ","72,911 ","0 ","72,911 ",2023,8,2022,2,
"Virgin Islands","35,935 ","17,600 ","0 ","17,600 ",2023,8,2022,2,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,802,796 ","631,048 ","631,048 ","0 ",2023,8,2022,2,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,077,957 ","786,956 ","770,997 ","15,959 ",2023,8,2022,2,
"West Virginia","630,097 ","225,525 ","225,525 ","0 ",2023,8,2022,2,
Wisconsin,"1,487,883 ",N/A,N/A,N/A,2023,8,2022,2,
Wyoming,"77,949 ",N/A,N/A,N/A,2023,8,2022,2,
Totals,"92,416,336 ","22,150,881 ","17,691,967 ","4,458,914 ",2023,8,2022,2,
Alabama,"1,260,607 ",N/A,N/A,N/A,2023,8,2022,3,
Alaska,"251,106 ","70,477 ","70,476 ","1 ",2023,8,2022,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","31,434 ",N/A,N/A,N/A,2023,8,2022,3,
Arizona,"2,314,912 ","666,204 ","190,040 ","476,164 ",2023,8,2022,3,
Arkansas,"1,014,875 ","339,059 ","329,482 ","9,577 ",2023,8,2022,3,
California,"14,216,937 ","4,718,224 ","4,688,318 ","29,906 ",2023,8,2022,3,
Colorado,"1,597,863 ","583,724 ","573,382 ","10,342 ",2023,8,2022,3,
Connecticut,"1,110,728 ","350,914 ","321,522 ","29,392 ",2023,8,2022,3,
Delaware,"272,553 ","88,859 ","14,013 ","74,846 ",2023,8,2022,3,
"Dist. Of Col.","280,364 ","128,937 ","84,659 ","44,278 ",2023,8,2022,3,
Florida,"5,174,431 ",N/A,N/A,N/A,2023,8,2022,3,
Georgia,"2,460,445 ",N/A,N/A,N/A,2023,8,2022,3,
Guam,"37,773 ","4,716 ","0 ","4,716 ",2023,8,2022,3,
Hawaii,"445,579 ","175,395 ","30,526 ","144,869 ",2023,8,2022,3,
Idaho,"437,990 ","115,444 ","115,444 ","0 ",2023,8,2022,3,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,255,694 ","943,566 ","844,175 ","99,391 ",2023,8,2022,3,
Indiana,"1,930,766 ","549,383 ","549,383 ","0 ",2023,8,2022,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"752,092 ","246,686 ","193,142 ","53,544 ",2023,8,2022,3,
Kansas,"444,343 ",N/A,N/A,N/A,2023,8,2022,3,
Kentucky,"1,507,591 ","599,659 ","599,659 ","0 ",2023,8,2022,3,
Louisiana,"1,954,581 ","726,917 ","726,917 ","0 ",2023,8,2022,3,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"369,005 ","98,253 ","78,111 ","20,142 ",2023,8,2022,3,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,520,849 ","435,332 ","435,332 ","0 ",2023,8,2022,3,
Massachusetts,"2,069,317 ","462,256 ","0 ","462,256 ",2023,8,2022,3,
Michigan,"2,939,260 ","991,917 ","928,196 ","63,721 ",2023,8,2022,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,308,442 ","284,062 ","284,062 ","0 ",2023,8,2022,3,
Mississippi,"805,457 ",N/A,N/A,N/A,2023,8,2022,3,
Missouri,"1,218,307 ","83,686 ","83,686 ","0 ",2023,8,2022,3,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"294,038 ","114,945 ","114,945 ","0 ",2023,8,2022,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","15,277 ",N/A,N/A,N/A,2023,8,2022,3,
Nebraska,"364,139 ","66,256 ","64,901 ","1,355 ",2023,8,2022,3,
Nevada,"797,027 ","341,483 ","341,483 ","0 ",2023,8,2022,3,
"New Hampshire","230,206 ","88,143 ","87,670 ","473 ",2023,8,2022,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,998,079 ","732,619 ","732,619 ","0 ",2023,8,2022,3,
"New Mexico","967,492 ","293,763 ","293,763 ","0 ",2023,8,2022,3,
"New York","7,416,161 ","2,473,659 ","430,231 ","2,043,428 ",2023,8,2022,3,
"North Carolina","2,729,881 ",N/A,N/A,N/A,2023,8,2022,3,
"North Dakota","122,902 ","31,987 ","30,488 ","1,499 ",2023,8,2022,3,
Ohio,"3,433,679 ","825,150 ","824,907 ","243 ",2023,8,2022,3,
Oklahoma,"1,108,063 ","271,642 ","271,642 ","0 ",2023,8,2022,3,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,235,078 ","680,903 ","581,880 ","99,023 ",2023,8,2022,3,
Pennsylvania,"3,480,422 ","1,105,421 ","1,045,418 ","60,003 ",2023,8,2022,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,450,060 ","648,516 ","0 ","648,516 ",2023,8,2022,3,
"Rhode Island","343,260 ","94,538 ","94,538 ","0 ",2023,8,2022,3,
"South Carolina","1,510,029 ",N/A,N/A,N/A,2023,8,2022,3,
"South Dakota","128,685 ",N/A,N/A,N/A,2023,8,2022,3,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,787,438 ",N/A,N/A,N/A,2023,8,2022,3,
Texas,"5,633,981 ",N/A,N/A,N/A,2023,8,2022,3,
Utah,"478,145 ","120,121 ","119,202 ","919 ",2023,8,2022,3,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"197,879 ","73,056 ","0 ","73,056 ",2023,8,2022,3,
"Virgin Islands","36,344 ","17,681 ","0 ","17,681 ",2023,8,2022,3,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,814,910 ","637,440 ","637,440 ","0 ",2023,8,2022,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,081,732 ","790,298 ","774,051 ","16,247 ",2023,8,2022,3,
"West Virginia","633,719 ","227,864 ","227,864 ","0 ",2023,8,2022,3,
Wisconsin,"1,493,798 ",N/A,N/A,N/A,2023,8,2022,3,
Wyoming,"77,840 ",N/A,N/A,N/A,2023,8,2022,3,
Totals,"92,843,565 ","22,299,155 ","17,813,567 ","4,485,588 ",2023,8,2022,3,
