State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"Rhode Island",258284,43682,43682,0,2016,12,2014,5,
"New Jersey",1499715,422064,422064,0,2016,12,2014,4,
Delaware,191451,56422,6806,49616,2016,12,2014,6,
Pennsylvania,2108026,,,,2016,12,2014,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Texas,4052864,,,,2016,12,2014,5,
Utah,313626,,,,2016,12,2014,5,
"Virgin Islands",14095,,,,2016,12,2014,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Alaska,117568,,,,2016,12,2014,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Massachusetts,1786192,301674,0,301674,2016,12,2014,5,
"North Dakota",81398,9350,9201,149,2016,12,2014,4,
Wyoming,68320,,,,2016,12,2014,6,
Iowa,549935,110533,106093,4440,2016,12,2014,6,
Arkansas,818235,230456,188982,41474,2016,12,2014,4,
Colorado,1021745,231478,230109,1369,2016,12,2014,5,
Washington,1575376,401033,383395,17638,2016,12,2014,5,
Arkansas,821766,233637,191410,42227,2016,12,2014,5,
Indiana,1092610,,,,2016,12,2014,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"South Dakota",108728,,,,2016,12,2014,4,
"American Samoa",36726,,,,2016,12,2014,6,
Totals,71453904,8297131,6077310,2219821,2016,12,2014,5,
Oregon,965191,421997,339961,82036,2016,12,2014,6,
Hawaii,291156,77541,44348,33193,2016,12,2014,5,
Colorado,1047466,245466,244068,1398,2016,12,2014,6,
Guam,37079,3186,,3186,2016,12,2014,4,
Georgia,1702040,,,,2016,12,2014,4,
Washington,1558991,382663,364913,17750,2016,12,2014,4,
"South Carolina",1089973,,,,2016,12,2014,6,
Florida,3878138,,,,2016,12,2014,6,
"New Hampshire",139105,,,,2016,12,2014,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Louisiana,1266211,,,,2016,12,2014,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Pennsylvania,2095848,,,,2016,12,2014,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Mississippi,682837,,,,2016,12,2014,5,
Michigan,2090087,292870,272598,20272,2016,12,2014,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Virginia,891453,,,,2016,12,2014,4,
Connecticut,798769,154534,146564,7970,2016,12,2014,4,
"Puerto Rico",1213850,456821,,456821,2016,12,2014,6,
Kentucky,1108768,301103,301103,0,2016,12,2014,6,
"Virgin Islands",14142,,,,2016,12,2014,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Hawaii,293189,77485,46078,31407,2016,12,2014,4,
Oklahoma,745746,,,,2016,12,2014,4,
Ohio,2748674,363155,338088,25067,2016,12,2014,6,
Vermont,183625,46579,0,46579,2016,12,2014,5,
"South Dakota",108492,,,,2016,12,2014,5,
"New York",5744850,944455,94117,850338,2016,12,2014,4,
"North Carolina",1857579,,,,2016,12,2014,5,
Tennessee,1410753,,,,2016,12,2014,4,
Vermont,183896,47413,0,47413,2016,12,2014,6,
Montana,148812,,,,2016,12,2014,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Minnesota,1029769,160684,160010,674,2016,12,2014,6,
Minnesota,1029290,158206,157521,685,2016,12,2014,5,
Texas,4012574,,,,2016,12,2014,4,
Utah,317794,,,,2016,12,2014,4,
Louisiana,1266772,,,,2016,12,2014,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1096804,,,,2016,12,2014,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Kansas,368981,,,,2016,12,2014,4,
"N. Mariana Islands",17000,,,,2016,12,2014,6,
"West Virginia",491571,123951,123951,0,2016,12,2014,5,
Alabama,1024358,,,,2016,12,2014,5,
Totals,71891381,8635711,6372713,2262998,2016,12,2014,6,
"New York",5778646,1043136,114458,928678,2016,12,2014,6,
Pennsylvania,2102536,,,,2016,12,2014,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Minnesota,1020954,156004,155341,663,2016,12,2014,4,
Wisconsin,1197715,,,,2016,12,2014,5,
Alabama,1034955,,,,2016,12,2014,6,
Wyoming,69322,,,,2016,12,2014,4,
"N. Mariana Islands",17000,,,,2016,12,2014,4,
Nebraska,235297,,,,2016,12,2014,5,
"New Jersey",1518082,435962,435962,0,2016,12,2014,5,
Kentucky,1088515,269075,269075,0,2016,12,2014,4,
Maine,294435,,,,2016,12,2014,6,
"West Virginia",497890,130403,130403,0,2016,12,2014,6,
Nevada,500656,125989,125989,0,2016,12,2014,6,
"New Hampshire",138157,,,,2016,12,2014,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Ohio,2661773,296335,275880,20455,2016,12,2014,4,
Oklahoma,735313,,,,2016,12,2014,5,
