State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Totals,"93,799,620","23,296,105","18,398,336","4,897,769",2025,3,2023,10,
Alabama ,"1,251,355",N/A,N/A,N/A,2025,3,2023,11,
Alaska ,"244,027","71,170","71,170",0,2025,3,2023,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa ,"33,746",N/A,N/A,N/A,2025,3,2023,11,
Arizona ,"2,180,246","643,662","125,377","518,285",2025,3,2023,11,
Arkansas ,"823,207","258,406","249,727","8,679",2025,3,2023,11,
California ,"14,851,364","5,089,454","5,060,662","28,792",2025,3,2023,11,
Colorado ,"1,418,765","500,826","489,616","11,210",2025,3,2023,11,
Connecticut ,"1,121,137","355,012","325,287","29,725",2025,3,2023,11,
Delaware ,"277,013","92,067","13,549","78,518",2025,3,2023,11,
District of Columbia ,"283,455","131,235","86,882","44,353",2025,3,2023,11,
Florida ,"4,982,505",N/A,N/A,N/A,2025,3,2023,11,
Georgia ,"2,278,390",N/A,N/A,N/A,2025,3,2023,11,
Guam ,"45,007","6,334",N/A,"6,334",2025,3,2023,11,
Hawaii ,"475,380","180,408","29,219","151,189",2025,3,2023,11,
Idaho ,"366,407","99,277","99,277",0,2025,3,2023,11,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois ,"3,289,616","959,639","876,149","83,490",2025,3,2023,11,
Indiana ,"1,932,039","582,862","582,862",0,2025,3,2023,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa ,"644,915","196,623","181,295","15,328",2025,3,2023,11,
Kansas ,"419,246",N/A,N/A,N/A,2025,3,2023,11,
Kentucky ,"1,487,520","573,483","573,483",0,2025,3,2023,11,
Louisiana ,"2,131,805","971,682","711,818","259,864",2025,3,2023,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine ,"401,727","114,177","90,514","23,663",2025,3,2023,11,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland ,"1,574,280","459,559","459,559",0,2025,3,2023,11,
Massachusetts ,"2,217,114","456,045",0,"456,045",2025,3,2023,11,
Michigan ,"2,824,335","970,805","904,539","66,266",2025,3,2023,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,362,801","305,903","305,903",0,2025,3,2023,11,
Mississippi ,"769,171",N/A,N/A,N/A,2025,3,2023,11,
Missouri ,"1,403,291","337,602","337,602",0,2025,3,2023,11,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"246,661","89,368","89,368",0,2025,3,2023,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"15,612",N/A,N/A,N/A,2025,3,2023,11,
Nebraska ,"371,697","79,599","77,718","1,881",2025,3,2023,11,
Nevada ,"814,391","363,515","363,515",0,2025,3,2023,11,
New Hampshire ,"181,068","60,190","59,721",469,2025,3,2023,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"2,008,575","713,487","713,487",0,2025,3,2023,11,
New Mexico ,"895,689","283,099","283,099",0,2025,3,2023,11,
New York ,"7,624,292","2,449,884","404,929","2,044,955",2025,3,2023,11,
North Carolina ,"2,939,177",0,0,0,2025,3,2023,11,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
North Dakota ,"116,877","29,943","28,502","1,441",2025,3,2023,11,
Ohio ,"3,342,436","810,044","809,803",241,2025,3,2023,11,
Oklahoma ,"1,017,183","270,368","270,368",0,2025,3,2023,11,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon ,"1,333,738","707,694","596,072","111,622",2025,3,2023,11,
Pennsylvania ,"3,346,884","1,027,964","969,157","58,807",2025,3,2023,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,528,052","700,761",N/A,"700,761",2025,3,2023,11,
Rhode Island ,"347,182","87,539","87,539",0,2025,3,2023,11,
South Carolina ,"1,512,378",N/A,N/A,N/A,2025,3,2023,11,
South Dakota ,"111,810","15,050","15,050",0,2025,3,2023,11,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,778,345",N/A,N/A,N/A,2025,3,2023,11,
Texas ,"4,858,509",N/A,N/A,N/A,2025,3,2023,11,
Utah ,"395,666","104,392","103,279","1,113",2025,3,2023,11,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"183,524","74,817",0,"74,817",2025,3,2023,11,
Virgin Islands ,"29,292","13,372",N/A,"13,372",2025,3,2023,11,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,967,535","745,728","745,728",0,2025,3,2023,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,967,745","696,889","676,724","20,165",2025,3,2023,11,
West Virginia ,"561,326","190,901","190,901",0,2025,3,2023,11,
Wisconsin ,"1,402,364",N/A,N/A,N/A,2025,3,2023,11,
Wyoming ,"78,333",N/A,N/A,N/A,2025,3,2023,11,
Totals,"92,066,205","22,870,835","18,059,450","4,811,385",2025,3,2023,11,
Alabama ,"1,229,510",N/A,N/A,N/A,2025,3,2023,12,
Alaska ,"244,466","71,801","71,801",0,2025,3,2023,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa ,"33,746",N/A,N/A,N/A,2025,3,2023,12,
Arizona ,"2,170,947","642,992","125,231","517,761",2025,3,2023,12,
Arkansas ,"798,227","252,807","244,939","7,868",2025,3,2023,12,
California ,"14,631,091","5,001,119","4,972,957","28,162",2025,3,2023,12,
Colorado ,"1,371,187","475,127","464,224","10,903",2025,3,2023,12,
Connecticut ,"1,113,309","349,916","320,507","29,409",2025,3,2023,12,
Delaware ,"273,659","89,738","13,120","76,618",2025,3,2023,12,
District of Columbia ,"280,392","129,018","85,107","43,911",2025,3,2023,12,
Florida ,"4,851,622",N/A,N/A,N/A,2025,3,2023,12,
Georgia ,"2,252,053",N/A,N/A,N/A,2025,3,2023,12,
Guam ,"44,701","6,301",N/A,"6,301",2025,3,2023,12,
Hawaii ,"477,891","180,524","28,928","151,596",2025,3,2023,12,
Idaho ,"366,802","99,604","99,604",0,2025,3,2023,12,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois ,"3,250,996","944,736","860,175","84,561",2025,3,2023,12,
Indiana ,"1,883,795","572,448","572,448",0,2025,3,2023,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa ,"629,725","192,067","180,101","11,966",2025,3,2023,12,
Kansas ,"404,821",N/A,N/A,N/A,2025,3,2023,12,
Kentucky ,"1,465,811","558,936","558,936",0,2025,3,2023,12,
Louisiana ,"2,102,449","952,271","695,445","256,826",2025,3,2023,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine ,"400,927","114,003","90,236","23,767",2025,3,2023,12,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland ,"1,549,990","447,167","447,167",0,2025,3,2023,12,
Massachusetts ,"2,137,060","437,366",0,"437,366",2025,3,2023,12,
Michigan ,"2,766,037","942,448","877,855","64,593",2025,3,2023,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,354,920","305,400","305,400",0,2025,3,2023,12,
Mississippi ,"756,337",N/A,N/A,N/A,2025,3,2023,12,
Missouri ,"1,383,781","334,986","334,986",0,2025,3,2023,12,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"241,450","88,589","88,589",0,2025,3,2023,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"15,901",N/A,N/A,N/A,2025,3,2023,12,
Nebraska ,"366,946","78,665","76,818","1,847",2025,3,2023,12,
Nevada ,"807,707","360,266","360,266",0,2025,3,2023,12,
New Hampshire ,"181,000","60,968","60,413",555,2025,3,2023,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"1,971,478","695,826","695,826",0,2025,3,2023,12,
New Mexico ,"882,433","279,543","279,543",0,2025,3,2023,12,
New York ,"7,513,044","2,396,312","395,261","2,001,051",2025,3,2023,12,
North Carolina ,"2,983,003","333,119","333,119",0,2025,3,2023,12,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
North Dakota ,"114,828","29,072","27,686","1,386",2025,3,2023,12,
Ohio ,"3,300,125","799,624","799,391",233,2025,3,2023,12,
Oklahoma ,"983,354","256,023","256,023",0,2025,3,2023,12,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon ,"1,320,683","697,769","587,225","110,544",2025,3,2023,12,
Pennsylvania ,"3,280,394","995,388","937,955","57,433",2025,3,2023,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,511,257","698,086",N/A,"698,086",2025,3,2023,12,
Rhode Island ,"342,385","84,170","84,170",0,2025,3,2023,12,
South Carolina ,"1,508,342",N/A,N/A,N/A,2025,3,2023,12,
South Dakota ,"113,899","17,520","17,520",0,2025,3,2023,12,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,744,892",N/A,N/A,N/A,2025,3,2023,12,
Texas ,"4,617,346",N/A,N/A,N/A,2025,3,2023,12,
Utah ,"380,811","100,521","99,475","1,046",2025,3,2023,12,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"181,986","73,880",0,"73,880",2025,3,2023,12,
Virgin Islands ,"28,703","13,040",N/A,"13,040",2025,3,2023,12,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,938,454","731,491","731,491",0,2025,3,2023,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,952,636","687,540","667,057","20,483",2025,3,2023,12,
West Virginia ,"548,404","184,724","184,724",0,2025,3,2023,12,
Wisconsin ,"1,381,983",N/A,N/A,N/A,2025,3,2023,12,
Wyoming ,"77,657",N/A,N/A,N/A,2025,3,2023,12,
Totals,"90,517,353","22,762,911","18,031,719","4,731,192",2025,3,2023,12,
