State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Tennessee,1487555,,,,2016,12,2014,10,
"District of Columbia",242755,53370,53370,0,2016,12,2014,11,
Mississippi,736517,,,,2016,12,2014,12,
Louisiana,1349334,,,,2016,12,2014,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oregon,1035570,466705,382976,83729,2016,12,2014,10,
Michigan,2162096,497707,464018,33689,2016,12,2014,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1197172,370046,370046,0,2016,12,2014,10,
Montana,151250,,,,2016,12,2014,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"West Virginia",512056,151035,151035,0,2016,12,2014,11,
Iowa,553661,121275,112326,8949,2016,12,2014,12,
Wyoming,71694,,,,2016,12,2014,11,
"South Carolina",1188671,,,,2016,12,2014,11,
Arizona,1721113,335191,54816,280375,2016,12,2014,11,
"New Hampshire",162184,23995,23820,175,2016,12,2014,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"North Carolina",1913754,,,,2016,12,2014,10,
Delaware,205356,58533,9961,48572,2016,12,2014,12,
Nevada,530596,164906,164906,0,2016,12,2014,12,
Colorado,1120120,284045,282417,1628,2016,12,2014,10,
Arkansas,859061,265032,224870,40162,2016,12,2014,12,
"North Dakota",81745,15684,15257,427,2016,12,2014,11,
Colorado,1153171,307374,305818,1556,2016,12,2014,12,
"Rhode Island",265601,49537,49537,0,2016,12,2014,10,
Tennessee,1494495,,,,2016,12,2014,11,
Illinois,2998950,595710,582720,12990,2016,12,2014,12,
"West Virginia",517992,155636,155636,0,2016,12,2014,10,
Maine,281844,,,,2016,12,2014,12,
Missouri,824076,,,,2016,12,2014,10,
Arkansas,858417,261289,221422,39867,2016,12,2014,11,
Totals,74428265,10766702,8067744,2698958,2016,12,2014,12,
Pennsylvania,2082482,,,,2016,12,2014,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Guam,36696,2864,,2864,2016,12,2014,12,
Alaska,121405,,,,2016,12,2014,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"N. Mariana Islands",17000,,,,2016,12,2014,12,
"North Dakota",81364,14966,14523,443,2016,12,2014,10,
Colorado,1125105,289310,287699,1611,2016,12,2014,11,
"South Carolina",1193222,,,,2016,12,2014,12,
Mississippi,713334,,,,2016,12,2014,11,
Indiana,1085349,,,,2016,12,2014,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Georgia,1798364,,,,2016,12,2014,11,
"Puerto Rico",1353613,403678,0,403678,2016,12,2014,11,
Michigan,2158014,468109,435482,32627,2016,12,2014,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Mississippi,709820,,,,2016,12,2014,10,
Oregon,998620,455800,385657,70143,2016,12,2014,11,
Alabama,1050254,,,,2016,12,2014,11,
Minnesota,1104618,181273,180276,997,2016,12,2014,10,
"New Hampshire",167988,29406,29124,282,2016,12,2014,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Montana,151235,,,,2016,12,2014,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Nebraska,234288,,,,2016,12,2014,11,
Arizona,1722629,326936,51093,275843,2016,12,2014,10,
California,14074434,2547235,2547235,0,2016,12,2014,12,"Awaiting state reporting/enrollment reasonableness review in progress"
Hawaii,275551,79196,32925,46271,2016,12,2014,11,
Connecticut,851013,188969,177393,11576,2016,12,2014,12,
Massachusetts,1935841,312554,0,312554,2016,12,2014,10,
"North Dakota",83157,16727,16239,488,2016,12,2014,12,
"New Jersey",1637304,523727,523727,0,2016,12,2014,11,
Washington,1652422,483435,468045,15390,2016,12,2014,11,
Arizona,1727294,344871,59407,285464,2016,12,2014,12,
Illinois,2981291,548695,537316,11379,2016,12,2014,10,
"American Samoa",36726,,,,2016,12,2014,10,
Illinois,2986448,569891,557744,12147,2016,12,2014,11,
"New Mexico",747501,179931,179931,0,2016,12,2014,11,
Iowa,551427,117698,109028,8670,2016,12,2014,11,
"N. Mariana Islands",17000,,,,2016,12,2014,10,
Connecticut,848318,182013,170930,11083,2016,12,2014,11,
Indiana,1040282,,,,2016,12,2014,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Kansas,367920,,,,2016,12,2014,10,
"North Carolina",1939481,,,,2016,12,2014,12,
Alaska,121071,,,,2016,12,2014,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Vermont,189504,50204,0,50204,2016,12,2014,10,
"New York",5992264,1494419,202684,1291735,2016,12,2014,12,
Kansas,368230,,,,2016,12,2014,12,
Montana,152200,,,,2016,12,2014,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Minnesota,1105285,182657,181625,1032,2016,12,2014,11,
"New Jersey",1624539,512327,512327,0,2016,12,2014,10,
Idaho,290376,,,,2016,12,2014,12,
"New Mexico",753184,184942,184942,0,2016,12,2014,12,
Louisiana,1351281,,,,2016,12,2014,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Wisconsin,1184601,,,,2016,12,2014,12,
Kansas,367865,,,,2016,12,2014,11,
Nevada,563262,156835,156835,0,2016,12,2014,10,
Michigan,2110296,439360,408397,30963,2016,12,2014,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Alabama,1047882,,,,2016,12,2014,10,
Totals,74025130,10042848,7502832,2540016,2016,12,2014,10,
California,14099073,2455391,2455391,0,2016,12,2014,11,"Awaiting state reporting/enrollment reasonableness review in progress"
Maryland,1136864,217282,217282,0,2016,12,2014,12,
Pennsylvania,2104489,,,,2016,12,2014,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Oklahoma,753714,,,,2016,12,2014,11,
Maryland,1102983,199170,199170,0,2016,12,2014,11,
Florida,3931246,,,,2016,12,2014,12,
"Puerto Rico",1322123,393265,,393265,2016,12,2014,10,
"Puerto Rico",1353516,404265,,404265,2016,12,2014,12,
Massachusetts,1938295,316813,0,316813,2016,12,2014,11,
"Virgin Islands",15826,,,,2016,12,2014,11,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Florida,3947077,,,,2016,12,2014,11,
Delaware,203332,57242,9594,47648,2016,12,2014,11,
Maine,283577,,,,2016,12,2014,11,
Wyoming,73744,,,,2016,12,2014,12,
Connecticut,850887,179535,168769,10766,2016,12,2014,10,
Maine,289573,,,,2016,12,2014,10,
Louisiana,1345886,,,,2016,12,2014,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Ohio,2874759,455406,420749,34657,2016,12,2014,10,
Indiana,1064279,,,,2016,12,2014,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Utah,322787,,,,2016,12,2014,11,
Arkansas,848322,251588,212136,39452,2016,12,2014,10,
"Rhode Island",267327,54126,54126,0,2016,12,2014,12,
"Virgin Islands",15061,,,,2016,12,2014,12,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"New York",5948972,1349356,174183,1175173,2016,12,2014,10,
Utah,323241,,,,2016,12,2014,12,
Wyoming,73395,,,,2016,12,2014,10,
Wisconsin,1185493,,,,2016,12,2014,10,
"South Dakota",107878,,,,2016,12,2014,11,
Nevada,532057,160205,160205,0,2016,12,2014,11,
Idaho,288939,,,,2016,12,2014,10,
Missouri,840679,,,,2016,12,2014,12,
Oklahoma,748500,,,,2016,12,2014,12,
"New Mexico",742630,175602,175602,0,2016,12,2014,10,
"New Hampshire",164699,27061,26871,190,2016,12,2014,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Pennsylvania,2071368,,,,2016,12,2014,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"North Carolina",1920850,,,,2016,12,2014,11,
California,14140560,2367737,2367737,0,2016,12,2014,10,"Awaiting state reporting/enrollment reasonableness review in progress"
"District of Columbia",243852,53954,53954,0,2016,12,2014,12,
Idaho,289273,,,,2016,12,2014,11,
Georgia,1800166,,,,2016,12,2014,12,
Guam,36966,2871,,2871,2016,12,2014,10,
Oklahoma,757781,,,,2016,12,2014,10,
Washington,1678876,507469,492358,15111,2016,12,2014,12,
"South Dakota",108302,,,,2016,12,2014,12,
"American Samoa",36726,,,,2016,12,2014,11,
