State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Pennsylvania ,"3,209,763","958,959","902,996","55,963",2025,8,2024,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,458,333","669,088",N/A,"669,088",2025,8,2024,2,
Rhode Island ,"331,623","80,695","80,695",0,2025,8,2024,2,
South Carolina ,"1,479,067",N/A,N/A,N/A,2025,8,2024,2,
South Dakota ,"118,829","21,562","21,562",0,2025,8,2024,2,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,679,728",N/A,N/A,N/A,2025,8,2024,2,
Texas ,"4,400,991",N/A,N/A,N/A,2025,8,2024,2,
Utah ,"361,013","91,240","90,130","1,110",2025,8,2024,2,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"179,582","72,334",0,"72,334",2025,8,2024,2,
Virgin Islands ,"25,617","11,228",N/A,"11,228",2025,8,2024,2,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,935,375","733,274","733,274",0,2025,8,2024,2,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,915,728","661,534","639,926","21,608",2025,8,2024,2,
West Virginia ,"532,578","175,130","175,130",0,2025,8,2024,2,
Wisconsin ,"1,362,275",N/A,N/A,N/A,2025,8,2024,2,
Wyoming ,"77,173",N/A,N/A,N/A,2025,8,2024,2,
Totals,"89,239,469","22,379,889","17,770,896","4,608,993",2025,8,2024,2,
Alabama ,"1,180,106",N/A,N/A,N/A,2025,8,2024,3,
Alaska ,"243,000","72,164","72,163",1,2025,8,2024,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa ,"33,746",N/A,N/A,N/A,2025,8,2024,3,
Arizona ,"2,181,738","648,674","127,329","521,345",2025,8,2024,3,
Arkansas ,"807,345","249,030","241,399","7,631",2025,8,2024,3,
California ,"14,675,652","5,038,032","5,011,730","26,302",2025,8,2024,3,
Colorado ,"1,217,108","390,398","383,924","6,474",2025,8,2024,3,
Connecticut ,"1,105,070","333,585","304,895","28,690",2025,8,2024,3,
Delaware ,"258,366","79,660","11,774","67,886",2025,8,2024,3,
District of Columbia ,"271,173","126,604","82,331","44,273",2025,8,2024,3,
Florida ,"4,657,973",N/A,N/A,N/A,2025,8,2024,3,
Georgia ,"2,111,671",N/A,N/A,N/A,2025,8,2024,3,
Guam ,"40,613","5,778",N/A,"5,778",2025,8,2024,3,
Hawaii ,"474,942","176,880","28,071","148,809",2025,8,2024,3,
Idaho ,"662,734","97,209","97,209",0,2025,8,2024,3,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois ,"3,177,691","916,464","829,957","86,507",2025,8,2024,3,
Indiana ,"1,864,413","574,000","574,000",0,2025,8,2024,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa ,"627,941","191,075","184,047","7,028",2025,8,2024,3,
Kansas ,"395,819",N/A,N/A,N/A,2025,8,2024,3,
Kentucky ,"1,460,718","543,119","543,119",0,2025,8,2024,3,
Louisiana ,"2,013,635","897,928","644,297","253,631",2025,8,2024,3,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine ,"399,377","114,114","89,949","24,165",2025,8,2024,3,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland ,"1,506,499","430,628","430,628",0,2025,8,2024,3,
Massachusetts ,"2,043,692","415,538",0,"415,538",2025,8,2024,3,
Michigan ,"2,606,651","857,492","797,520","59,972",2025,8,2024,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,205,715","239,048","239,048",0,2025,8,2024,3,
Mississippi ,"739,675",N/A,N/A,N/A,2025,8,2024,3,
Missouri ,"1,311,231","336,693","336,693",0,2025,8,2024,3,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"232,602","84,303","84,303",0,2025,8,2024,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"19,048",N/A,N/A,N/A,2025,8,2024,3,
Nebraska ,"357,216","75,727","73,998","1,729",2025,8,2024,3,
Nevada ,"801,702","355,320","355,320",0,2025,8,2024,3,
New Hampshire ,"181,924","61,338","60,694",644,2025,8,2024,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"1,882,262","651,639","651,639",0,2025,8,2024,3,
New Mexico ,"882,098","285,397","285,397",0,2025,8,2024,3,
New York ,"7,285,480","2,281,075","366,774","1,914,301",2025,8,2024,3,
North Carolina ,"3,028,970","412,080","412,080",0,2025,8,2024,3,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
North Dakota ,"109,359","26,451","25,190","1,261",2025,8,2024,3,
Ohio ,"3,219,236","765,186","764,947",239,2025,8,2024,3,
Oklahoma ,"992,268","240,948","240,948",0,2025,8,2024,3,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon ,"1,273,038","675,904","566,948","108,956",2025,8,2024,3,
Pennsylvania ,"3,156,764","928,805","874,193","54,612",2025,8,2024,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,432,490","659,810",N/A,"659,810",2025,8,2024,3,
Rhode Island ,"327,240","80,705","80,705",0,2025,8,2024,3,
South Carolina ,"1,461,760",N/A,N/A,N/A,2025,8,2024,3,
South Dakota ,"118,087","21,739","21,739",0,2025,8,2024,3,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,625,824",N/A,N/A,N/A,2025,8,2024,3,
Texas ,"4,481,313",N/A,N/A,N/A,2025,8,2024,3,
Utah ,"348,719","83,843","82,797","1,046",2025,8,2024,3,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"176,774","70,438",0,"70,438",2025,8,2024,3,
Virgin Islands ,"22,285","9,065",N/A,"9,065",2025,8,2024,3,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,900,584","721,749","721,749",0,2025,8,2024,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,898,546","647,416","625,752","21,664",2025,8,2024,3,
West Virginia ,"527,544","172,278","172,278",0,2025,8,2024,3,
Wisconsin ,"1,335,247",N/A,N/A,N/A,2025,8,2024,3,
Wyoming ,"76,321",N/A,N/A,N/A,2025,8,2024,3,
Totals,"88,428,995","22,045,329","17,497,534","4,547,795",2025,8,2024,3,
