State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Virginia,"1,533,274","469,693","469,693",0,2022,3,2020,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"3,749,256","1,296,483","1,265,761","30,722",2022,3,2020,10,
"West Virginia","561,663","184,967","184,967",0,2022,3,2020,10,
Wisconsin,"1,327,141",N/A,N/A,N/A,2022,3,2020,10,
Wyoming,"63,379",N/A,N/A,N/A,2022,3,2020,10,
Totals,"84,029,028","18,837,468","15,128,266","3,709,202",2022,3,2020,10,
Alabama,"1,133,386",N/A,N/A,N/A,2022,3,2020,11,
Alaska,"231,097","63,492","63,490",2,2022,3,2020,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","37,756",N/A,N/A,N/A,2022,3,2020,11,
Arizona,"2,083,964","538,782","157,596","381,186",2022,3,2020,11,
Arkansas,"910,456","300,560","299,640",920,2022,3,2020,11,
California,"13,113,772","4,072,259","4,044,048","28,211",2022,3,2020,11,
Colorado,"1,390,236","475,900","467,058","8,842",2022,3,2020,11,
Connecticut,"1,030,264","302,283","275,028","27,255",2022,3,2020,11,
Delaware,"236,357","71,197","10,760","60,437",2022,3,2020,11,
"Dist. Of Col.","258,989","114,365","72,430","41,935",2022,3,2020,11,
Florida,"4,448,124",N/A,N/A,N/A,2022,3,2020,11,
Georgia,"2,204,485",N/A,N/A,N/A,2022,3,2020,11,
Guam,"32,460","4,124",N/A,"4,124",2022,3,2020,11,
Hawaii,"391,211","141,319","25,084","116,235",2022,3,2020,11,
Idaho,"394,943","88,750","88,750",0,2022,3,2020,11,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"2,938,156","805,483","701,121","104,362",2022,3,2020,11,
Indiana,"1,633,454","440,904","440,904",0,2022,3,2020,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"670,698","204,090","174,583","29,507",2022,3,2020,11,
Kansas,"392,223",N/A,N/A,N/A,2022,3,2020,11,
Kentucky,"1,520,259","622,134","622,134",0,2022,3,2020,11,
Louisiana,"1,801,140","588,050","588,050",0,2022,3,2020,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"326,340","70,504","55,259","15,245",2022,3,2020,11,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,364,250","357,898","357,898",0,2022,3,2020,11,
Massachusetts,"1,794,449","382,120",0,"382,120",2022,3,2020,11,
Michigan,"2,691,030","840,103","785,333","54,770",2022,3,2020,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,171,022","225,926","225,926",0,2022,3,2020,11,
Mississippi,"735,048",N/A,N/A,N/A,2022,3,2020,11,
Missouri,"995,858",N/A,N/A,N/A,2022,3,2020,11,
Montana,"261,626","99,219","99,219",0,2022,3,2020,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","15,735",N/A,N/A,N/A,2022,3,2020,11,
Nebraska,"292,373","21,401","20,860",541,2022,3,2020,11,
Nevada,"704,182","268,317","268,317",0,2022,3,2020,11,
"New Hampshire","206,397","67,816","67,444",372,2022,3,2020,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,780,482","627,321","627,321",0,2022,3,2020,11,
"New Mexico","901,651","283,304","283,304",0,2022,3,2020,11,
"New York","6,700,613","2,199,576","386,829","1,812,747",2022,3,2020,11,
"North Carolina","2,379,808",N/A,N/A,N/A,2022,3,2020,11,
"North Dakota","109,366","24,364","23,079","1,285",2022,3,2020,11,
Ohio,"3,125,835","680,323","680,057",266,2022,3,2020,11,
Oklahoma,"792,456",N/A,N/A,N/A,2022,3,2020,11,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,104,523","571,564","477,960","93,604",2022,3,2020,11,
Pennsylvania,"3,124,081","938,810","891,460","47,350",2022,3,2020,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,215,110","436,952",N/A,"436,952",2022,3,2020,11,
"Rhode Island","316,070","79,676","79,676",0,2022,3,2020,11,
"South Carolina","1,364,396",N/A,N/A,N/A,2022,3,2020,11,
"South Dakota","114,317",N/A,N/A,N/A,2022,3,2020,11,
Tennessee,"1,653,084",N/A,N/A,N/A,2022,3,2020,11,
Texas,"4,780,198",N/A,N/A,N/A,2022,3,2020,11,
Utah,"383,165","76,389","75,592",797,2022,3,2020,11,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"181,381","65,291",0,"65,291",2022,3,2020,11,
"Virgin Islands","32,895","15,831",N/A,"15,831",2022,3,2020,11,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,551,653","479,830","479,830",0,2022,3,2020,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"1,893,534","662,497","647,089","15,408",2022,3,2020,11,
"West Virginia","569,178","189,640","189,640",0,2022,3,2020,11,
Wisconsin,"1,342,118",N/A,N/A,N/A,2022,3,2020,11,
Wyoming,"62,979",N/A,N/A,N/A,2022,3,2020,11,
Totals,"82,890,633","18,498,364","14,752,769","3,745,595",2022,3,2020,11,
Alabama,"1,141,138",N/A,N/A,N/A,2022,3,2020,12,
Alaska,"233,463","64,628","64,627",1,2022,3,2020,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","37,756",N/A,N/A,N/A,2022,3,2020,12,
Arizona,"2,097,375","548,686","164,301","384,385",2022,3,2020,12,
Arkansas,"919,628","307,418","306,497",921,2022,3,2020,12,
California,"13,159,326","4,102,727","4,074,553","28,174",2022,3,2020,12,
Colorado,"1,410,227","488,173","479,375","8,798",2022,3,2020,12,
Connecticut,"1,042,833","307,720","280,326","27,394",2022,3,2020,12,
Delaware,"239,025","72,256","10,994","61,262",2022,3,2020,12,
"Dist. Of Col.","261,149","115,821","73,655","42,166",2022,3,2020,12,
Florida,"4,445,313",N/A,N/A,N/A,2022,3,2020,12,
Georgia,"2,230,894",N/A,N/A,N/A,2022,3,2020,12,
Guam,"31,939","4,022",N/A,"4,022",2022,3,2020,12,
Hawaii,"397,288","146,069","26,152","119,917",2022,3,2020,12,
Idaho,"394,092","89,933","89,933",0,2022,3,2020,12,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"2,981,997","818,819","714,643","104,176",2022,3,2020,12,
Indiana,"1,641,919","447,750","447,750",0,2022,3,2020,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"677,628","208,134","177,817","30,317",2022,3,2020,12,
Kansas,"396,501",N/A,N/A,N/A,2022,3,2020,12,
Kentucky,"1,506,916","612,712","612,712",0,2022,3,2020,12,
Louisiana,"1,816,232","598,589","598,589",0,2022,3,2020,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"330,923","73,864","57,803","16,061",2022,3,2020,12,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,383,758","366,815","366,815",0,2022,3,2020,12,
Massachusetts,"1,765,345","376,913",0,"376,913",2022,3,2020,12,
Michigan,"2,723,591","860,916","805,113","55,803",2022,3,2020,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,176,859","229,649","229,649",0,2022,3,2020,12,
Mississippi,"741,177",N/A,N/A,N/A,2022,3,2020,12,
Missouri,"1,008,795",N/A,N/A,N/A,2022,3,2020,12,
Montana,"266,339","101,995","101,995",0,2022,3,2020,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","15,736",N/A,N/A,N/A,2022,3,2020,12,
Nebraska,"301,843","28,609","27,938",671,2022,3,2020,12,
Nevada,"709,884","275,436","275,436",0,2022,3,2020,12,
"New Hampshire","209,658","70,176","69,814",362,2022,3,2020,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,795,750","636,796","636,796",0,2022,3,2020,12,
"New Mexico","907,868","285,557","285,557",0,2022,3,2020,12,
"New York","6,777,532","2,246,439","395,785","1,850,654",2022,3,2020,12,
"North Carolina","2,411,152",N/A,N/A,N/A,2022,3,2020,12,
"North Dakota","108,654","24,119","22,864","1,255",2022,3,2020,12,
Ohio,"3,151,767","692,169","691,901",268,2022,3,2020,12,
Oklahoma,"792,404",N/A,N/A,N/A,2022,3,2020,12,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,120,109","585,110","490,690","94,420",2022,3,2020,12,
Pennsylvania,"3,161,673","962,166","913,888","48,278",2022,3,2020,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,356,407","544,048",N/A,"544,048",2022,3,2020,12,
"Rhode Island","320,587","82,223","82,223",0,2022,3,2020,12,
"South Carolina","1,378,661",N/A,N/A,N/A,2022,3,2020,12,
"South Dakota","115,367",N/A,N/A,N/A,2022,3,2020,12,
Tennessee,"1,664,583",N/A,N/A,N/A,2022,3,2020,12,
Texas,"4,858,509",N/A,N/A,N/A,2022,3,2020,12,
Utah,"392,536","80,269","79,454",815,2022,3,2020,12,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"183,720","66,986",0,"66,986",2022,3,2020,12,
"Virgin Islands","33,137","15,986",N/A,"15,986",2022,3,2020,12,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,574,108","494,240","494,240",0,2022,3,2020,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"1,910,704","678,214","662,676","15,538",2022,3,2020,12,
"West Virginia","575,310","193,341","193,341",0,2022,3,2020,12,
Wisconsin,"1,353,048",N/A,N/A,N/A,2022,3,2020,12,
Wyoming,"58,017",N/A,N/A,N/A,2022,3,2020,12,
Totals,"83,698,150","18,905,493","15,005,902","3,899,591",2022,3,2020,12,
