State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Alaska,"235,782","65,712","65,710",2,2022,3,2021,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa,"37,756",N/A,N/A,N/A,2022,3,2021,2,
Arizona,"2,132,306","570,485","176,479","394,006",2022,3,2021,2,
Arkansas,"934,306","315,159","314,052","1,107",2022,3,2021,2,
California,"13,400,398","4,241,396","4,212,946","28,450",2022,3,2021,2,
Colorado,"1,445,278","505,938","496,770","9,168",2022,3,2021,2,
Connecticut,"1,067,307","343,061","313,790","29,271",2022,3,2021,2,
Delaware,"244,290","74,745","11,490","63,255",2022,3,2021,2,
District of Columbia,"263,808","117,684","75,102","42,582",2022,3,2021,2,
Florida,"4,626,246",N/A,N/A,N/A,2022,3,2021,2,
Georgia,"2,267,550",N/A,N/A,N/A,2022,3,2021,2,
Guam,"32,301","4,029",N/A,"4,029",2022,3,2021,2,
Hawaii,"409,923","152,557","27,143","125,414",2022,3,2021,2,
Idaho,"405,145","96,643","96,643",0,2022,3,2021,2,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,020,056","844,193","740,422","103,771",2022,3,2021,2,
Indiana,"1,703,646","471,735","471,735",0,2022,3,2021,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"690,726","214,201","182,115","32,086",2022,3,2021,2,
Kansas,"402,372",N/A,N/A,N/A,2022,3,2021,2,
Kentucky,"1,548,528","646,895","646,895",0,2022,3,2021,2,
Louisiana,"1,843,759","619,257","619,257",0,2022,3,2021,2,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"335,960","77,149","60,503","16,646",2022,3,2021,2,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,407,538","376,041","376,041",0,2022,3,2021,2,
Massachusetts,"1,836,765","399,441",0,"399,441",2022,3,2021,2,
Michigan,"2,768,020","889,900","834,260","55,640",2022,3,2021,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,207,467","241,114","241,114",0,2022,3,2021,2,
Mississippi,"752,344",N/A,N/A,N/A,2022,3,2021,2,
Missouri,"1,026,070",N/A,N/A,N/A,2022,3,2021,2,
Montana,"270,206","103,744","103,744",0,2022,3,2021,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"15,873",N/A,N/A,N/A,2022,3,2021,2,
Nebraska,"311,135","34,223","33,510",713,2022,3,2021,2,
Nevada,"729,312","286,163","286,163",0,2022,3,2021,2,
New Hampshire,"213,166","73,342","72,939",403,2022,3,2021,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"1,831,804","657,033","657,033",0,2022,3,2021,2,
New Mexico,"919,509","287,729","287,729",0,2022,3,2021,2,
New York,"6,883,491","2,297,056","404,514","1,892,542",2022,3,2021,2,
North Carolina,"2,453,913",N/A,N/A,N/A,2022,3,2021,2,
North Dakota,"110,090","24,793","23,498","1,295",2022,3,2021,2,
Ohio,"3,193,658","711,765","711,502",263,2022,3,2021,2,
Oklahoma,"817,202",N/A,N/A,N/A,2022,3,2021,2,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,143,431","602,057","506,425","95,632",2022,3,2021,2,
Pennsylvania,"3,212,383","990,652","940,521","50,131",2022,3,2021,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,387,700","564,567",N/A,"564,567",2022,3,2021,2,
Rhode Island,"334,494","84,920","84,920",0,2022,3,2021,2,
South Carolina,"1,396,336",N/A,N/A,N/A,2022,3,2021,2,
South Dakota,"117,113",N/A,N/A,N/A,2022,3,2021,2,
Tennessee,"1,682,264",N/A,N/A,N/A,2022,3,2021,2,
Texas,"4,966,850",N/A,N/A,N/A,2022,3,2021,2,
Utah,"406,786","85,769","85,004",765,2022,3,2021,2,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"186,021","68,528",0,"68,528",2022,3,2021,2,
Virgin Islands,"33,477","16,212",N/A,"16,212",2022,3,2021,2,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,614,839","520,711","520,711",0,2022,3,2021,2,
Washington,"1,936,203","695,016","679,117","15,899",2022,3,2021,2,
West Virginia,"584,563","199,052","199,052",0,2022,3,2021,2,
Wisconsin,"1,376,597",N/A,N/A,N/A,2022,3,2021,2,
Wyoming,"65,791",N/A,N/A,N/A,2022,3,2021,2,
Totals,"85,397,214","19,570,667","15,558,849","4,011,818",2022,3,2021,2,
Alabama,"1,165,486",N/A,N/A,N/A,2022,3,2021,3,
Alaska,"237,225","66,214","66,212",2,2022,3,2021,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa,"37,756",N/A,N/A,N/A,2022,3,2021,3,
Arizona,"2,147,759","579,535","181,828","397,707",2022,3,2021,3,
Arkansas,"939,798","318,447","316,949","1,498",2022,3,2021,3,
California,"13,405,437","4,261,648","4,233,111","28,537",2022,3,2021,3,
Colorado,"1,459,289","513,494","504,449","9,045",2022,3,2021,3,
Connecticut,"1,070,405","345,505","316,218","29,287",2022,3,2021,3,
Delaware,"246,801","76,096","11,766","64,330",2022,3,2021,3,
District of Columbia,"265,082","118,569","75,933","42,636",2022,3,2021,3,
Florida,"4,624,835",N/A,N/A,N/A,2022,3,2021,3,
Georgia,"2,291,457",N/A,N/A,N/A,2022,3,2021,3,
Guam,"31,710","3,947",N/A,"3,947",2022,3,2021,3,
Hawaii,"413,993","155,179","27,583","127,596",2022,3,2021,3,
Idaho,"408,637","98,487","98,487",0,2022,3,2021,3,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,037,644","855,579","751,967","103,612",2022,3,2021,3,
Indiana,"1,713,811","477,602","477,602",0,2022,3,2021,3,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"697,482","217,298","183,932","33,366",2022,3,2021,3,
Kansas,"406,371",N/A,N/A,N/A,2022,3,2021,3,
Kentucky,"1,563,796","655,281","655,281",0,2022,3,2021,3,
Louisiana,"1,851,817","625,802","625,802",0,2022,3,2021,3,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"340,714","79,721","62,488","17,233",2022,3,2021,3,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,419,380","380,891","380,891",0,2022,3,2021,3,
Massachusetts,"1,858,959","404,447",0,"404,447",2022,3,2021,3,
Michigan,"2,787,647","899,683","843,895","55,788",2022,3,2021,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,209,970","242,913","242,913",0,2022,3,2021,3,
Mississippi,"758,730",N/A,N/A,N/A,2022,3,2021,3,
Missouri,"1,038,936",N/A,N/A,N/A,2022,3,2021,3,
Montana,"272,223","104,639","104,639",0,2022,3,2021,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"16,054",N/A,N/A,N/A,2022,3,2021,3,
Nebraska,"317,402","37,817","37,053",764,2022,3,2021,3,
Nevada,"737,232","291,758","291,758",0,2022,3,2021,3,
New Hampshire,"214,850","74,709","74,303",406,2022,3,2021,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"1,843,592","662,877","662,877",0,2022,3,2021,3,
New Mexico,"922,287","287,706","287,706",0,2022,3,2021,3,
New York,"6,919,009","2,316,671","408,121","1,908,550",2022,3,2021,3,
North Carolina,"2,473,267",N/A,N/A,N/A,2022,3,2021,3,
North Dakota,"112,458","25,841","24,462","1,379",2022,3,2021,3,
Ohio,"3,215,830","720,460","720,198",262,2022,3,2021,3,
Oklahoma,"814,348",N/A,N/A,N/A,2022,3,2021,3,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,150,480","608,472","513,183","95,289",2022,3,2021,3,
Pennsylvania,"3,240,190","1,007,766","956,958","50,808",2022,3,2021,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,401,677","572,403",N/A,"572,403",2022,3,2021,3,
Rhode Island,"326,946","85,538","85,538",0,2022,3,2021,3,
South Carolina,"1,404,880",N/A,N/A,N/A,2022,3,2021,3,
South Dakota,"118,345",N/A,N/A,N/A,2022,3,2021,3,
Tennessee,"1,690,798",N/A,N/A,N/A,2022,3,2021,3,
Texas,"5,034,334",N/A,N/A,N/A,2022,3,2021,3,
Utah,"413,805","88,792","88,005",787,2022,3,2021,3,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"187,005","69,227",0,"69,227",2022,3,2021,3,
Virgin Islands,"33,742","16,392",N/A,"16,392",2022,3,2021,3,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,628,611","529,001","529,001",0,2022,3,2021,3,
Washington,"1,945,616","703,381","687,629","15,752",2022,3,2021,3,
West Virginia,"590,520","202,643","202,643",0,2022,3,2021,3,
Wisconsin,"1,386,962",N/A,N/A,N/A,2022,3,2021,3,
Wyoming,"66,976",N/A,N/A,N/A,2022,3,2021,3,
Totals,"85,910,366","19,782,431","15,731,381","4,051,050",2022,3,2021,3,
