State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Michigan ,"2,371,050","737,125","686,389","50,736",2025,11,2024,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,180,094","224,053","224,053",0,2025,11,2024,11,
Mississippi ,"657,069",N/A,N/A,N/A,2025,11,2024,11,
Missouri ,"1,226,380","341,751","341,751",0,2025,11,2024,11,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"214,650","77,022","77,022",0,2025,11,2024,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"17,459",N/A,N/A,N/A,2025,11,2024,11,
Nebraska ,"341,683","70,744","68,984","1,760",2025,11,2024,11,
Nevada ,"714,207","288,521","288,521",0,2025,11,2024,11,
New Hampshire ,"182,247","61,062","60,109",953,2025,11,2024,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"1,686,391","571,559","571,559",0,2025,11,2024,11,
New Mexico ,"858,664","269,619","269,619",0,2025,11,2024,11,
New York ,"6,952,410","2,051,206","302,763","1,748,443",2025,11,2024,11,
North Carolina ,"3,114,521","600,364","600,364",0,2025,11,2024,11,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
North Dakota ,"106,926","24,354","23,146","1,208",2025,11,2024,11,
Ohio ,"3,096,131","733,251","733,052",199,2025,11,2024,11,
Oklahoma ,"976,970","239,209","239,209",0,2025,11,2024,11,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon ,"1,302,259","673,042","561,075","111,967",2025,11,2024,11,
Pennsylvania ,"2,987,323","828,355","779,455","48,900",2025,11,2024,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,360,296","627,664",N/A,"627,664",2025,11,2024,11,
Rhode Island ,"129,735","71,701","71,701",0,2025,11,2024,11,
South Carolina ,"1,284,287",N/A,N/A,N/A,2025,11,2024,11,
South Dakota ,"135,482","28,726","28,726",0,2025,11,2024,11,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,517,334",N/A,N/A,N/A,2025,11,2024,11,
Texas ,"4,377,211",N/A,N/A,N/A,2025,11,2024,11,
Utah ,"344,252","81,414","80,242","1,172",2025,11,2024,11,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"167,018","63,292",N/A,"63,292",2025,11,2024,11,
Virgin Islands ,"21,634","8,517",0,"8,517",2025,11,2024,11,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,772,278","654,866","654,866",0,2025,11,2024,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,850,403","620,872","597,481","23,391",2025,11,2024,11,
West Virginia ,"514,723","170,314","170,314",0,2025,11,2024,11,
Wisconsin ,"1,265,038",N/A,N/A,N/A,2025,11,2024,11,
Wyoming ,"67,606",N/A,N/A,N/A,2025,11,2024,11,
Totals,"84,687,642","20,899,987","16,721,783","4,178,204",2025,11,2024,11,
Alabama ,"1,081,017",N/A,N/A,N/A,2025,11,2024,12,
Alaska ,"237,319","73,366","73,365",1,2025,11,2024,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa ,"31,150",N/A,N/A,N/A,2025,11,2024,12,
Arizona ,"2,055,132","564,538","120,309","444,229",2025,11,2024,12,
Arkansas ,"797,265","231,458","224,121","7,337",2025,11,2024,12,
California ,"14,796,127","5,007,748","4,986,070","21,678",2025,11,2024,12,
Colorado ,"1,192,945","374,517","364,550","9,967",2025,11,2024,12,
Connecticut ,"1,074,367","319,925","292,133","27,792",2025,11,2024,12,
Delaware ,"233,086","69,673","9,734","59,939",2025,11,2024,12,
District of Columbia ,"263,146","120,027","77,239","42,788",2025,11,2024,12,
Florida ,"4,120,344",N/A,N/A,N/A,2025,11,2024,12,
Georgia ,"2,181,653",N/A,N/A,N/A,2025,11,2024,12,
Guam ,"35,298","4,436",N/A,"4,436",2025,11,2024,12,
Hawaii ,"413,255","139,383","18,994","120,389",2025,11,2024,12,
Idaho ,"346,995","87,735","87,735",0,2025,11,2024,12,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois ,"2,940,800","848,458","768,064","80,394",2025,11,2024,12,
Indiana ,"1,834,547","572,262","572,262",0,2025,11,2024,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa ,"602,588","180,879","179,936",943,2025,11,2024,12,
Kansas ,"385,482",N/A,N/A,N/A,2025,11,2024,12,
Kentucky ,"1,358,013","473,808","473,808",0,2025,11,2024,12,
Louisiana ,"1,871,863","794,909","554,054","240,855",2025,11,2024,12,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine ,"375,055","101,200","78,228","22,972",2025,11,2024,12,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland ,"1,346,757","371,499","371,499",0,2025,11,2024,12,
Massachusetts ,"1,998,937","381,671",0,"381,671",2025,11,2024,12,
Michigan ,"2,374,296","741,683","691,192","50,491",2025,11,2024,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,158,435","218,828","218,828",0,2025,11,2024,12,
Mississippi ,"654,356",N/A,N/A,N/A,2025,11,2024,12,
Missouri ,"1,216,547","341,906","341,906",0,2025,11,2024,12,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"211,659","76,180","76,180",0,2025,11,2024,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"16,396",N/A,N/A,N/A,2025,11,2024,12,
Nebraska ,"341,604","71,207","69,420","1,787",2025,11,2024,12,
Nevada ,"718,199","290,933","290,933",0,2025,11,2024,12,
New Hampshire ,"183,227","62,054","61,097",957,2025,11,2024,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"1,676,467","569,017","569,017",0,2025,11,2024,12,
New Mexico ,"843,314","262,613","262,613",0,2025,11,2024,12,
New York ,"6,916,494","2,039,541","299,202","1,740,339",2025,11,2024,12,
North Carolina ,"3,139,281","625,939","625,939",0,2025,11,2024,12,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
North Dakota ,"107,622","24,371","23,157","1,214",2025,11,2024,12,
Ohio ,"3,087,286","731,470","731,277",193,2025,11,2024,12,
Oklahoma ,"964,242","233,160","233,160",0,2025,11,2024,12,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon ,"1,304,384","681,863","569,324","112,539",2025,11,2024,12,
Pennsylvania ,"2,986,896","829,238","780,358","48,880",2025,11,2024,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico ,"1,343,033","621,561",N/A,"621,561",2025,11,2024,12,
Rhode Island ,"129,976","71,661","71,661",0,2025,11,2024,12,
South Carolina ,"1,279,404",N/A,N/A,N/A,2025,11,2024,12,
South Dakota ,"135,666","29,571","29,571",0,2025,11,2024,12,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee ,"1,514,605",N/A,N/A,N/A,2025,11,2024,12,
Texas ,"4,385,174",N/A,N/A,N/A,2025,11,2024,12,
Utah ,"343,829","82,099","80,926","1,173",2025,11,2024,12,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont ,"167,304","63,586",0,"63,586",2025,11,2024,12,
Virgin Islands ,"21,629","8,499",N/A,"8,499",2025,11,2024,12,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia ,"1,765,850","651,911","651,911",0,2025,11,2024,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington ,"1,850,129","621,417","597,857","23,560",2025,11,2024,12,
West Virginia ,"513,520","170,401","170,401",0,2025,11,2024,12,
Wisconsin ,"1,265,028",N/A,N/A,N/A,2025,11,2024,12,
Wyoming ,"68,083",N/A,N/A,N/A,2025,11,2024,12,
Totals,"84,257,076","20,838,201","16,698,031","4,140,170",2025,11,2024,12,
