State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"New Hampshire",187403,55149,54872,277,2020,2,2018,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Louisiana,1644548,484602,484602,0,2020,2,2018,7,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Missouri,943536,,,,2020,2,2018,8,
Texas,4258552,,,,2020,2,2018,7,
Washington,1773278,569954,555955,13999,2020,2,2018,7,
Wisconsin,1184828,,,,2020,2,2018,8,
Guam,36322,4039,,4039,2020,2,2018,8,
Delaware,210857,62684,10040,52644,2020,2,2018,7,
"North Dakota",92213,20185,19193,992,2020,2,2018,7,
California,12953106,3787702,3787702,0,2020,2,2018,7,
Connecticut,941173,254526,232838,21688,2020,2,2018,8,
Maryland,1214405,307932,307932,0,2020,2,2018,9,
"South Carolina",1266260,,,,2020,2,2018,8,
Maryland,1218003,308613,308613,0,2020,2,2018,8,
Oklahoma,655330,,,,2020,2,2018,8,
Oregon,960626,458091,383777,74314,2020,2,2018,7,
Massachusetts,1798421,354871,0,354871,2020,2,2018,7,
Idaho,301897,,,,2020,2,2018,9,
Guam,36382,4041,,4041,2020,2,2018,7,
"Dist. Of Col.",260240,109131,67651,41480,2020,2,2018,9,
Kentucky,1320886,460997,460997,0,2020,2,2018,8,
"New Jersey",1690311,564120,564120,0,2020,2,2018,7,
Virginia,1070456,0,0,0,2020,2,2018,8,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Kentucky,1308238,454781,454781,0,2020,2,2018,9,
Alaska,205437,47522,47520,2,2020,2,2018,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Mississippi,675028,,,,2020,2,2018,9,
Wyoming,57649,,,,2020,2,2018,7,
"New Mexico",835672,250673,250673,0,2020,2,2018,8,
California,12725382,3733737,3733737,0,2020,2,2018,9,
Missouri,941393,,,,2020,2,2018,7,
"N. Mariana Islands",16417,,,,2020,2,2018,9,
"South Carolina",1256277,,,,2020,2,2018,7,
Indiana,1332154,304739,304739,0,2020,2,2018,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Illinois,2819278,718945,611650,107295,2020,2,2018,8,
Texas,4259080,,,,2020,2,2018,8,
"Amer. Samoa",27898,,,,2020,2,2018,8,
Nebraska,246589,,,,2020,2,2018,8,
Hawaii,320843,115454,21523,93931,2020,2,2018,8,
Utah,293397,,,,2020,2,2018,7,
Colorado,1298991,410093,403062,7031,2020,2,2018,8,
Delaware,211280,62798,10046,52752,2020,2,2018,8,
Nevada,601200,214714,214714,0,2020,2,2018,7,
Hawaii,318337,114226,21206,93020,2020,2,2018,9,
Alaska,206259,47883,47882,1,2020,2,2018,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oregon,956519,456013,381146,74867,2020,2,2018,8,
Mississippi,678980,,,,2020,2,2018,7,
"New Jersey",1685266,561470,561470,0,2020,2,2018,8,
"West Virginia",536370,165238,165238,0,2020,2,2018,7,
Maine,251934,0,0,0,2020,2,2018,9,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"South Dakota",105274,,,,2020,2,2018,8,
Montana,258642,98389,98389,0,2020,2,2018,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Arizona,1880703,417074,106282,310792,2020,2,2018,9,
Ohio,2936429,601592,601305,287,2020,2,2018,7,
Maine,253059,0,0,0,2020,2,2018,7,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Ohio,2925809,594833,594549,284,2020,2,2018,8,
Massachusetts,1758706,348278,0,348278,2020,2,2018,8,
"Virgin Islands",25324,11135,,11135,2020,2,2018,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Colorado,1295757,405756,398806,6950,2020,2,2018,7,
Wyoming,57709,,,,2020,2,2018,8,
Connecticut,928800,250696,229072,21624,2020,2,2018,7,
Delaware,211235,62735,9984,52751,2020,2,2018,9,
"North Dakota",93365,20542,19521,1021,2020,2,2018,8,
Vermont,175819,57944,0,57944,2020,2,2018,7,
Minnesota,1077132,197968,196976,992,2020,2,2018,9,
Nebraska,245070,,,,2020,2,2018,9,
Kansas,375289,,,,2020,2,2018,8,
Iowa,603783,166288,152389,13899,2020,2,2018,7,
"New Mexico",838548,251347,251347,0,2020,2,2018,7,
Louisiana,1641821,487635,487635,0,2020,2,2018,9,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1497202,,,,2020,2,2018,8,
"Amer. Samoa",27898,,,,2020,2,2018,7,
Oklahoma,653774,,,,2020,2,2018,7,
Georgia,1984150,,,,2020,2,2018,7,
"Rhode Island",308738,68848,68848,0,2020,2,2018,7,
"Dist. Of Col.",260790,109859,68512,41347,2020,2,2018,8,
Guam,36128,4034,,4034,2020,2,2018,9,
"South Dakota",104669,,,,2020,2,2018,9,
Idaho,301537,,,,2020,2,2018,8,
California,12895963,3773620,3773620,0,2020,2,2018,8,
Illinois,2784328,710385,603602,106783,2020,2,2018,9,
Nebraska,245360,,,,2020,2,2018,7,
Montana,252126,96177,96177,0,2020,2,2018,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"Puerto Rico",1250705,413233,,413233,2020,2,2018,8,
"N. Mariana Islands",17244,,,,2020,2,2018,8,
Alabama,1021951,,,,2020,2,2018,8,
Michigan,2435746,684662,625175,59487,2020,2,2018,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Pennsylvania,2883428,784058,744705,39353,2020,2,2018,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Totals,76065396,15388683,12094997,3293686,2020,2,2018,8,
"Puerto Rico",1273976,421577,,421577,2020,2,2018,7,
Minnesota,1107314,205850,205091,759,2020,2,2018,7,
"Rhode Island",308518,68646,68646,0,2020,2,2018,9,
Florida,3886256,,,,2020,2,2018,7,
Florida,3850158,,,,2020,2,2018,8,
Iowa,603495,167205,153121,14084,2020,2,2018,8,
Arizona,1870925,413637,105382,308255,2020,2,2018,7,
Michigan,2432660,684366,625401,58965,2020,2,2018,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arkansas,904820,266173,265322,851,2020,2,2018,9,
Wisconsin,1186931,,,,2020,2,2018,7,
Oklahoma,646589,,,,2020,2,2018,9,
Totals,75485517,15269032,11981910,3287122,2020,2,2018,9,
"New York",6158161,1925093,301455,1623638,2020,2,2018,7,
Maryland,1213505,306497,306497,0,2020,2,2018,7,
Vermont,175625,58129,0,58129,2020,2,2018,8,
"New Hampshire",187247,55119,54831,288,2020,2,2018,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Virgin Islands",25097,10924,,10924,2020,2,2018,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"North Carolina",2178497,,,,2020,2,2018,9,
Connecticut,936487,256183,233395,22788,2020,2,2018,9,
Kansas,375489,,,,2020,2,2018,7,
"West Virginia",536985,164961,164961,0,2020,2,2018,8,
Arkansas,914767,275602,274810,792,2020,2,2018,8,
Minnesota,1096403,202648,201759,889,2020,2,2018,8,
Idaho,299571,,,,2020,2,2018,7,
Indiana,1298758,296719,296719,0,2020,2,2018,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"North Carolina",2184416,,,,2020,2,2018,8,
Nevada,600762,213869,213869,0,2020,2,2018,9,
"N. Mariana Islands",17402,,,,2020,2,2018,7,
Tennessee,1560057,,,,2020,2,2018,7,
Georgia,1932732,,,,2020,2,2018,9,
Utah,293908,,,,2020,2,2018,9,
Maine,253084,0,0,0,2020,2,2018,8,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
