State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"Wisconsin ","1,295,056 ",N/A,N/A,N/A,2025,11,2024,5,
"Wyoming ","70,252 ",N/A,N/A,N/A,2025,11,2024,5,
Totals,"86,344,918 ","21,436,078 ","17,034,095 ","4,401,983 ",2025,11,2024,5,
"Alabama ","1,097,436 ",N/A,N/A,N/A,2025,11,2024,6,
"Alaska ","244,456 ","73,580 ","73,578 ","2 ",2025,11,2024,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa ","33,746 ",N/A,N/A,N/A,2025,11,2024,6,
"Arizona ","2,167,329 ","632,509 ","125,321 ","507,188 ",2025,11,2024,6,
"Arkansas ","812,769 ","242,602 ","234,891 ","7,711 ",2025,11,2024,6,
"California ","14,478,012 ","4,956,615 ","4,932,679 ","23,936 ",2025,11,2024,6,
"Colorado ","1,142,953 ","350,083 ","344,129 ","5,954 ",2025,11,2024,6,
"Connecticut ","1,085,951 ","322,407 ","294,540 ","27,867 ",2025,11,2024,6,
"Delaware ","237,013 ","70,019 ","10,051 ","59,968 ",2025,11,2024,6,
"Dist. Of Col. ","264,593 ","121,627 ","77,996 ","43,631 ",2025,11,2024,6,
"Florida ","4,343,214 ",N/A,N/A,N/A,2025,11,2024,6,
"Georgia ","2,240,243 ",N/A,N/A,N/A,2025,11,2024,6,
"Guam ","34,824 ","4,314 ",N/A,"4,314 ",2025,11,2024,6,
"Hawaii ","452,038 ","159,810 ","23,590 ","136,220 ",2025,11,2024,6,
"Idaho ","354,682 ","93,337 ","93,337 ","0 ",2025,11,2024,6,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Illinois ","3,015,080 ","864,819 ","777,692 ","87,127 ",2025,11,2024,6,
"Indiana ","1,833,150 ","568,700 ","568,700 ","0 ",2025,11,2024,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
"Iowa ","603,298 ","182,541 ","179,933 ","2,608 ",2025,11,2024,6,
"Kansas ","389,333 ",N/A,N/A,N/A,2025,11,2024,6,
"Kentucky ","1,394,715 ","488,080 ","488,080 ","0 ",2025,11,2024,6,
"Louisiana ","1,906,799 ","826,216 ","574,490 ","251,726 ",2025,11,2024,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Maine ","395,873 ","112,072 ","87,998 ","24,074 ",2025,11,2024,6,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"Maryland ","1,469,244 ","422,601 ","422,601 ","0 ",2025,11,2024,6,
"Massachusetts ","1,989,455 ","392,790 ","0 ","392,790 ",2025,11,2024,6,
"Michigan ","2,396,634 ","749,273 ","695,088 ","54,185 ",2025,11,2024,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Minnesota ","1,170,996 ","221,348 ","221,348 ","0 ",2025,11,2024,6,
"Mississippi ","666,722 ",N/A,N/A,N/A,2025,11,2024,6,
"Missouri ","1,223,109 ","326,915 ","326,915 ","0 ",2025,11,2024,6,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
"Montana ","227,116 ","82,671 ","82,671 ","0 ",2025,11,2024,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands ","20,200 ",N/A,N/A,N/A,2025,11,2024,6,
"Nebraska ","346,451 ","72,113 ","70,387 ","1,726 ",2025,11,2024,6,
"Nevada ","737,583 ","312,696 ","312,696 ","0 ",2025,11,2024,6,
"New Hampshire ","181,309 ","60,857 ","60,100 ","757 ",2025,11,2024,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey ","1,766,535 ","597,790 ","597,790 ","0 ",2025,11,2024,6,
"New Mexico ","877,577 ","289,236 ","289,236 ","0 ",2025,11,2024,6,
"New York ","6,985,692 ","2,111,796 ","326,819 ","1,784,977 ",2025,11,2024,6,
"North Carolina ","3,048,924 ","499,678 ","499,678 ","0 ",2025,11,2024,6,"North Carolina expanded its Medicaid program by adopting the VIII Group on October 1, 2023."
"North Dakota ","105,070 ","24,356 ","23,132 ","1,224 ",2025,11,2024,6,
"Ohio ","3,125,931 ","737,125 ","736,901 ","224 ",2025,11,2024,6,
"Oklahoma ","984,181 ","245,688 ","245,688 ","0 ",2025,11,2024,6,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
"Oregon ","1,268,286 ","641,243 ","532,906 ","108,337 ",2025,11,2024,6,
"Pennsylvania ","2,986,165 ","831,819 ","781,493 ","50,326 ",2025,11,2024,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico ","1,371,563 ","633,774 ",N/A,"633,774 ",2025,11,2024,6,
"Rhode Island ","308,855 ","78,989 ","78,989 ","0 ",2025,11,2024,6,
"South Carolina ","1,365,586 ",N/A,N/A,N/A,2025,11,2024,6,
"South Dakota ","125,473 ","24,241 ","24,241 ","0 ",2025,11,2024,6,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
"Tennessee ","1,524,162 ",N/A,N/A,N/A,2025,11,2024,6,
"Texas ","4,405,553 ",N/A,N/A,N/A,2025,11,2024,6,
"Utah ","342,287 ","79,666 ","78,571 ","1,095 ",2025,11,2024,6,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
"Vermont ","170,822 ","65,978 ","0 ","65,978 ",2025,11,2024,6,
"Virgin Islands ","22,179 ","8,993 ",N/A,"8,993 ",2025,11,2024,6,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
"Virginia ","1,831,722 ","683,528 ","683,528 ","0 ",2025,11,2024,6,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"Washington ","1,860,025 ","625,573 ","603,543 ","22,030 ",2025,11,2024,6,
"West Virginia ","522,117 ","170,977 ","170,977 ","0 ",2025,11,2024,6,
"Wisconsin ","1,278,155 ",N/A,N/A,N/A,2025,11,2024,6,
"Wyoming ","70,627 ",N/A,N/A,N/A,2025,11,2024,6,
Totals,"85,303,813 ","21,061,045 ","16,752,303 ","4,308,742 ",2025,11,2024,6,
