State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Missouri,"1,315,237","209,810","209,810",0,2023,12,2022,7,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"299,274","117,174","117,174",0,2023,12,2022,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"19,550",N/A,N/A,N/A,2023,12,2022,7,
Nebraska,"374,657","71,574","69,999","1,575",2023,12,2022,7,
Nevada,"819,749","355,119","355,119",0,2023,12,2022,7,
New Hampshire,"232,297","90,597","90,128",469,2023,12,2022,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"2,027,197","742,836","742,836",0,2023,12,2022,7,
New Mexico,"980,222","295,796","295,796",0,2023,12,2022,7,
New York,"7,555,521","2,504,791","430,348","2,074,443",2023,12,2022,7,
North Carolina,"2,803,515",N/A,N/A,N/A,2023,12,2022,7,
North Dakota,"126,196","33,699","32,029","1,670",2023,12,2022,7,
Ohio,"3,467,221","830,605","830,366",239,2023,12,2022,7,
Oklahoma,"1,172,282","313,463","313,463",0,2023,12,2022,7,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,270,303","697,087","588,803","108,284",2023,12,2022,7,
Pennsylvania,"3,542,980","1,128,679","1,065,162","63,517",2023,12,2022,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,466,547","651,701",N/A,"651,701",2023,12,2022,7,
Rhode Island,"349,483","97,527","97,527",0,2023,12,2022,7,
South Carolina,"1,545,825",N/A,N/A,N/A,2023,12,2022,7,
South Dakota,"132,177",N/A,N/A,N/A,2023,12,2022,7,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,821,515",N/A,N/A,N/A,2023,12,2022,7,
Texas,"5,862,382",N/A,N/A,N/A,2023,12,2022,7,
Utah,"495,083","128,480","127,521",959,2023,12,2022,7,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"199,005","87,002",0,"87,002",2023,12,2022,7,
Virgin Islands,"36,979","18,093",N/A,"18,093",2023,12,2022,7,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,866,674","671,343","671,343",0,2023,12,2022,7,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"1,990,842","811,785","793,964","17,821",2023,12,2022,7,
West Virginia,"643,387","234,610","234,610",0,2023,12,2022,7,
Wisconsin,"1,518,278",N/A,N/A,N/A,2023,12,2022,7,
Wyoming,"83,379",N/A,N/A,N/A,2023,12,2022,7,
Totals,"95,111,777","23,048,691","18,447,023","4,601,668",2023,12,2022,7,
Alabama,"1,295,653",N/A,N/A,N/A,2023,12,2022,8,
Alaska,"255,100","72,120","72,119",1,2023,12,2022,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa,"31,434",N/A,N/A,N/A,2023,12,2022,8,
Arizona,"2,380,665","699,403","190,903","508,500",2023,12,2022,8,
Arkansas,"1,045,220","342,640","327,975","14,665",2023,12,2022,8,
California,"14,742,718","4,915,907","4,885,519","30,388",2023,12,2022,8,
Colorado,"1,641,935","599,960","592,486","7,474",2023,12,2022,8,
Connecticut,"1,142,614","362,128","331,363","30,765",2023,12,2022,8,
Delaware,"282,429","92,620","14,510","78,110",2023,12,2022,8,
District of Columbia,"329,568","133,750","88,896","44,854",2023,12,2022,8,
Florida,"5,376,391",N/A,N/A,N/A,2023,12,2022,8,
Georgia,"2,518,677",N/A,N/A,N/A,2023,12,2022,8,
Guam,"41,724","5,459",N/A,"5,459",2023,12,2022,8,
Hawaii,"456,690","181,999","30,886","151,113",2023,12,2022,8,
Idaho,"448,530","125,800","125,800",0,2023,12,2022,8,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,380,655","999,147","900,070","99,077",2023,12,2022,8,
Indiana,"1,994,206","573,152","573,152",0,2023,12,2022,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"773,773","253,569","192,471","61,098",2023,12,2022,8,
Kansas,"455,562",N/A,N/A,N/A,2023,12,2022,8,
Kentucky,"1,548,903","623,130","623,130",0,2023,12,2022,8,
Louisiana,"1,995,919","748,383","748,383",0,2023,12,2022,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"385,134","104,260","82,806","21,454",2023,12,2022,8,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,558,811","449,359","449,359",0,2023,12,2022,8,
Massachusetts,"2,128,339","474,350",0,"474,350",2023,12,2022,8,
Michigan,"3,001,409","1,022,391","956,177","66,214",2023,12,2022,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,353,995","298,299","298,299",0,2023,12,2022,8,
Mississippi,"821,322",N/A,N/A,N/A,2023,12,2022,8,
Missouri,"1,347,007","240,649","240,649",0,2023,12,2022,8,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"300,766","117,803","117,803",0,2023,12,2022,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"21,769",N/A,N/A,N/A,2023,12,2022,8,
Nebraska,"378,254","73,114","71,496","1,618",2023,12,2022,8,
Nevada,"825,424","359,701","359,701",0,2023,12,2022,8,
New Hampshire,"232,827","91,283","90,818",465,2023,12,2022,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"2,037,577","746,771","746,771",0,2023,12,2022,8,
New Mexico,"983,002","296,146","296,146",0,2023,12,2022,8,
New York,"7,576,398","2,513,672","431,574","2,082,098",2023,12,2022,8,
North Carolina,"2,826,807",N/A,N/A,N/A,2023,12,2022,8,
North Dakota,"127,732","34,445","32,735","1,710",2023,12,2022,8,
Ohio,"3,485,442","837,834","837,603",231,2023,12,2022,8,
Oklahoma,"1,191,614","328,889","328,889",0,2023,12,2022,8,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,276,351","702,839","593,963","108,876",2023,12,2022,8,
Pennsylvania,"3,565,870","1,137,222","1,072,863","64,359",2023,12,2022,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,473,567","655,549",N/A,"655,549",2023,12,2022,8,
Rhode Island,"336,201","90,339","90,339",0,2023,12,2022,8,
South Carolina,"1,555,678",N/A,N/A,N/A,2023,12,2022,8,
South Dakota,"133,133",N/A,N/A,N/A,2023,12,2022,8,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,830,480",N/A,N/A,N/A,2023,12,2022,8,
Texas,"5,910,630",N/A,N/A,N/A,2023,12,2022,8,
Utah,"500,413","130,991","130,042",949,2023,12,2022,8,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"199,826","87,569",0,"87,569",2023,12,2022,8,
Virgin Islands,"37,108","18,211",N/A,"18,211",2023,12,2022,8,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,879,937","678,020","678,020",0,2023,12,2022,8,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,140,483","818,386","799,987","18,399",2023,12,2022,8,
West Virginia,"650,538","237,296","237,296",0,2023,12,2022,8,
Wisconsin,"1,528,216",N/A,N/A,N/A,2023,12,2022,8,
Wyoming,"83,942",N/A,N/A,N/A,2023,12,2022,8,
Totals,"95,824,368","23,274,555","18,640,999","4,633,556",2023,12,2022,8,
Alabama,"1,303,099",N/A,N/A,N/A,2023,12,2022,9,
Alaska,"255,166","72,466","72,464",2,2023,12,2022,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa,"31,434",N/A,N/A,N/A,2023,12,2022,9,
Arizona,"2,398,314","707,888","191,290","516,598",2023,12,2022,9,
Arkansas,"1,049,515","342,505","326,906","15,599",2023,12,2022,9,
California,"14,754,618","4,941,456","4,910,970","30,486",2023,12,2022,9,
Colorado,"1,650,899","602,339","594,987","7,352",2023,12,2022,9,
Connecticut,"1,147,254","363,703","332,700","31,003",2023,12,2022,9,
Delaware,"284,439","93,391","14,685","78,706",2023,12,2022,9,
District of Columbia,"331,216","134,761","89,645","45,116",2023,12,2022,9,
Florida,"5,417,062",N/A,N/A,N/A,2023,12,2022,9,
Georgia,"2,521,161",N/A,N/A,N/A,2023,12,2022,9,
Guam,"41,809","5,488",N/A,"5,488",2023,12,2022,9,
Hawaii,"459,018","183,625","31,537","152,088",2023,12,2022,9,
Idaho,"449,626","126,920","126,920",0,2023,12,2022,9,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,396,431","1,005,211","906,411","98,800",2023,12,2022,9,
Indiana,"1,991,125","572,082","572,082",0,2023,12,2022,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"777,660","254,813","192,323","62,490",2023,12,2022,9,
Kansas,"458,679",N/A,N/A,N/A,2023,12,2022,9,
Kentucky,"1,555,452","627,546","627,546",0,2023,12,2022,9,
Louisiana,"1,998,867","750,379","750,379",0,2023,12,2022,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"387,929","105,361","83,831","21,530",2023,12,2022,9,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,565,297","451,214","451,214",0,2023,12,2022,9,
Massachusetts,"2,140,909","476,916",0,"476,916",2023,12,2022,9,
Michigan,"3,015,637","1,028,839","961,898","66,941",2023,12,2022,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,354,780","299,797","299,797",0,2023,12,2022,9,
Mississippi,"825,970",N/A,N/A,N/A,2023,12,2022,9,
Missouri,"1,374,840","260,132","260,132",0,2023,12,2022,9,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"301,946","118,253","118,253",0,2023,12,2022,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,"23,214",N/A,N/A,N/A,2023,12,2022,9,
Nebraska,"381,040","74,540","72,872","1,668",2023,12,2022,9,
Nevada,"831,747","362,226","362,226",0,2023,12,2022,9,
New Hampshire,"233,320","91,634","91,146",488,2023,12,2022,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey,"2,046,507","746,247","746,247",0,2023,12,2022,9,
New Mexico,"982,910","296,146","296,146",0,2023,12,2022,9,
New York,"7,611,122","2,521,122","432,535","2,088,587",2023,12,2022,9,
North Carolina,"2,845,282",N/A,N/A,N/A,2023,12,2022,9,
North Dakota,"128,690","34,794","33,108","1,686",2023,12,2022,9,
Ohio,"3,500,997","845,257","845,024",233,2023,12,2022,9,
Oklahoma,"1,191,265","334,632","334,632",0,2023,12,2022,9,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,279,065","706,950","598,132","108,818",2023,12,2022,9,
Pennsylvania,"3,581,542","1,143,160","1,078,203","64,957",2023,12,2022,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Puerto Rico,"1,481,225","667,162",N/A,"667,162",2023,12,2022,9,
Rhode Island,"351,190","98,299","98,299",0,2023,12,2022,9,
South Carolina,"1,563,608",N/A,N/A,N/A,2023,12,2022,9,
South Dakota,"133,923",N/A,N/A,N/A,2023,12,2022,9,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,835,559",N/A,N/A,N/A,2023,12,2022,9,
Texas,"5,953,197",N/A,N/A,N/A,2023,12,2022,9,
Utah,"503,955","133,393","132,439",954,2023,12,2022,9,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"200,490","87,987",0,"87,987",2023,12,2022,9,
Virgin Islands,"37,209","18,315",N/A,"18,315",2023,12,2022,9,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,890,570","685,404","685,404",0,2023,12,2022,9,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,143,903","822,263","803,639","18,624",2023,12,2022,9,
West Virginia,"652,102","239,001","239,001",0,2023,12,2022,9,
Wisconsin,"1,535,052",N/A,N/A,N/A,2023,12,2022,9,
Wyoming,"83,667",N/A,N/A,N/A,2023,12,2022,9,
Totals,"96,242,503","23,433,617","18,765,023","4,668,594",2023,12,2022,9,
